baseClass,baseLabel,superClass,superLabel
UBERON:2005410,pars inferior ear,UBERON:0010314,structure with developmental contribution from neural crest
CL:1000305,fibroblast of connective tissue of glandular part of prostate,CL:0000057,fibroblast
CL:0002170,keratinized cell of the oral mucosa,CL:0000237,keratinizing barrier epithelial cell
UBERON:0004627,thoracic vertebra 2,UBERON:0002347,thoracic vertebra
UBERON:0005325,mesonephric glomerulus,UBERON:0000074,renal glomerulus
HP:0011314,Abnormality of long bone morphology,HP:0011842,Abnormality of skeletal morphology
UBERON:0011624,superior horn of thyroid cartilage,UBERON:0011623,horn of thyroid cartilage
CL:0002298,type-5 epithelial cell of thymus,CL:0002365,medullary thymic epithelial cell
UBERON:0013154,1st arch maxillary endoderm,UBERON:0005291,embryonic tissue
DOID:9776,Senile atrophy of choroid,DOID:980,choroidal sclerosis
UBERON:0014448,feathered ear tuft,UBERON:0011810,collection of feathers
DOID:4472,mucinous tubular and spindle renal cell carcinoma,DOID:4450,renal cell carcinoma
UBERON:0006822,proximal epiphysis of ulna,UBERON:0004380,proximal epiphysis
UBERON:0010233,stroma of thyroid gland,UBERON:0004119,endoderm-derived structure
DOID:2766,ethmoid sinus adenocarcinoma,DOID:1363,ethmoid sinus cancer
DOID:5443,clear cell hidradenoma,DOID:3896,hidradenoma
UBERON:3000446,posterior condyle,UBERON:0005913,zone of bone organ
HP:0004277,Fractured hand bones,HP:0001155,Abnormality of the hand
HP:0007935,Juvenile posterior subcapsular lenticular opacities,HP:0007787,Posterior subcapsular cataract
HP:0006408,Distal tapering femur,HP:0002823,Abnormality of the femur
UBERON:0006167,forelimb proper dorsal digital arteries,UBERON:0006146,dorsal digital artery of manus
HP:0003893,Advanced ossification of the humeral epiphysis,HP:0003891,Abnormality of the humeral epiphysis
HP:0012033,Sacral lipoma,HP:0012032,Lipoma
HP:0004411,Deviated nasal septum,HP:0000419,Abnormality of the nasal septum
UBERON:0007744,metacarpophalangeal joint of manual digit 4,UBERON:0003695,metacarpophalangeal joint
HP:0009274,Joint contractures of the 4th finger,HP:0100490,Camptodactyly of finger
UBERON:2005011,pseudobranchial artery,UBERON:0010314,structure with developmental contribution from neural crest
CL:0002442,"CD94-negative, Ly49CI-negative natural killer cell",CL:0002446,Ly49CI-negative natural killer cell
HP:0009962,Duplication of the distal phalanx of the 3rd finger,HP:0009883,Duplication of the distal phalanx of hand
UBERON:0006002,vitelline artery,UBERON:0001637,artery
UBERON:3010049,M. gemellus,UBERON:0010890,pelvic complex muscle
HP:0012662,Parietal hypometabolism in FDG PET,HP:0012658,Abnormal brain FDG positron emission tomography
UBERON:0004296,respiratory system lymphatic vessel smooth muscle,UBERON:0004225,respiratory system smooth muscle
UBERON:0001805,autonomic ganglion,UBERON:0003338,ganglion of peripheral nervous system
HP:0000062,Ambiguous genitalia,HP:0000811,Abnormal external genitalia
UBERON:2000139,immature otolith,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0004693,Peyer's patch epithelium,UBERON:0001277,intestinal epithelium
UBERON:0001675,trigeminal ganglion,UBERON:0001800,sensory ganglion
NCBITaxon:52773,Actinomyces meyeri,NCBITaxon:1654,Actinomyces
DOID:5467,conjunctival cancer,DOID:2174,ocular cancer
UBERON:0005048,mucosa of uterine tube,UBERON:0000344,mucosa
DOID:11750,Bordetella parapertussis whooping cough,DOID:1116,pertussis
UBERON:2002076,lateral process of basipterygium,UBERON:4100000,skeletal element projection
UBERON:0002247,uterine horn,UBERON:0005156,reproductive structure
DOID:0050084,rhinotracheitis,DOID:974,upper respiratory tract disease
UBERON:0003641,pedal digit 2 phalanx,UBERON:0001449,phalanx of pes
HP:0011044,Abnormal number of permanent teeth,HP:0006483,Abnormal number of teeth
UBERON:3000254,lamella alaris,UBERON:0010313,neural crest-derived structure
DOID:4140,biliary dyskinesia,DOID:4137,common bile duct disease
HP:0008425,Cuboid-shaped thoracolumbar vertebral bodies,HP:0004634,Cuboid-shaped vertebral bodies
UBERON:0002074,hair shaft,UBERON:0000021,cutaneous appendage
UBERON:0009896,oral siphon primordia,UBERON:0009894,siphon primordium
UBERON:0006770,apophysis,UBERON:0004530,bony projection
HP:0010475,Cloacal exstrophy,HP:0010866,Abdominal wall defect
DOID:3205,melanotic neurilemmoma,DOID:3192,neurilemmoma
UBERON:0001164,greater curvature of stomach,UBERON:0009870,zone of stomach
HP:0002589,Gastrointestinal atresia,HP:0012718,Morphological abnormality of the gastrointestinal tract
UBERON:3000792,anterior ramus of cleithrum,UBERON:0004121,ectoderm-derived structure
UBERON:0015853,dental pulp of median incisor tusk,UBERON:0015837,incisor dental pulp
UBERON:0005372,hippocampus stratum radiatum,UBERON:0002305,layer of hippocampus
UBERON:0002225,costal arch,UBERON:0006800,anatomical line
UBERON:0002434,pituitary stalk,UBERON:0002784,regional part of diencephalon
HP:0006824,Cranial nerve paralysis,HP:0001291,Abnormality of the cranial nerves
UBERON:0001919,endothelium of vein,UBERON:0004638,blood vessel endothelium
UBERON:3010764,laryngeus ventralis,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0001293,outer medulla of kidney,UBERON:0000064,organ part
UBERON:0003480,vein of clitoris,UBERON:0014404,female anatomical structure
UBERON:0006674,inguinal ring,UBERON:0000064,organ part
HP:0010406,Bullet-shaped middle phalanx of the 2nd toe,HP:0010349,Bullet-shaped phalanges of the 2nd toe
CL:0000923,CD4-positive type I NK T cell,CL:0000921,type I NK T cell
UBERON:2000658,epibranchial bone,UBERON:2001904,epibranchial element
HP:0001027,"Soft, doughy skin",HP:0000977,Soft skin
UBERON:0006204,inguinal ligament,UBERON:0000211,ligament
UBERON:0004892,lobar bronchus alveolar system,UBERON:0000467,anatomical system
UBERON:0004022,embryonic neuroepithelium,UBERON:0010371,ecto-epithelium
UBERON:0015143,mesenteric fat pad,UBERON:0004120,mesoderm-derived structure
HP:0004024,Medially sloping radial metaphysis,HP:0004023,Sloping radial metaphysis
DOID:4511,breast angiosarcoma,DOID:3017,breast sarcoma
HP:0100565,Hydromyelia,HP:0100561,Spinal cord lesions
DOID:9884,muscular dystrophy,DOID:423,myopathy
UBERON:0001596,intrinsic auricular muscle,UBERON:0001595,auricular muscle
UBERON:0015482,right hepatic artery,UBERON:0015796,liver blood vessel
UBERON:0003358,epithelium of soft palate,UBERON:0010314,structure with developmental contribution from neural crest
HP:0002631,Ascending aortic aneurysm,HP:0012727,Thoracic aortic aneurysm
CL:0000948,IgE memory B cell,CL:0000972,class switched memory B cell
CL:1000427,adrenal cortex chromaffin cell,CL:1001601,adrenal gland glandular cell
HP:0006232,Expanded metacarpals with widened medullary cavities,HP:0005916,Abnormal metacarpal morphology
UBERON:0011318,capsule of temporomandibular joint,UBERON:0004120,mesoderm-derived structure
NCBITaxon:241806,Moniliformopses,NCBITaxon:78536,Euphyllophyta
HP:0010101,Partial duplication of the phalanges of the hallux,HP:0010066,Duplication of phalanx of hallux
UBERON:0003483,thymus lymphoid tissue,UBERON:0000077,mixed endoderm/mesoderm-derived structure
UBERON:0003094,infraorbital lateral line,UBERON:0010202,lateral line
UBERON:0006591,transformed artery,UBERON:0006590,vestigial embryonic structure
HP:0012485,Abnormal surface-connected open canalicular system,HP:0011875,Abnormal platelet morphology
UBERON:0000480,anatomical group,UBERON:0000061,anatomical structure
HP:0009443,Osteolytic defects of the phalanges of the 3rd finger,HP:0009699,Osteolytic defects of the hand bones
DOID:10458,legionellosis,DOID:0050338,primary bacterial infectious disease
UBERON:4200012,ectepicondylar flange,UBERON:0004530,bony projection
UBERON:0014370,extrastriate cortex,UBERON:0010009,aggregate regional part of brain
UBERON:0009965,coxal gland,UBERON:0009962,excretory gland
DOID:14018,alcoholic liver cirrhosis,DOID:5082,liver cirrhosis
DOID:8553,pyoderma gangrenosum,DOID:4223,pyoderma
HP:0006915,Inability to walk by childhood/adolescence,HP:0002505,Progressive inability to walk
DOID:10423,acute pericementitis,DOID:824,periodontitis
DOID:0050516,O'nyong'nyong fever,DOID:934,viral infectious disease
HP:0000776,Congenital diaphragmatic hernia,HP:0000775,Abnormality of the diaphragm
UBERON:0010130,autopod plate,UBERON:0002050,embryonic structure
UBERON:0005178,thoracic cavity organ,UBERON:0005181,thoracic segment organ
UBERON:3000365,otic process,UBERON:4100000,skeletal element projection
UBERON:0001438,metaphysis,UBERON:0005055,zone of long bone
CL:0002647,epithelial cell of anterior palatal part of viscerocranial mucosa,CL:0002283,ecto-epithelial cell of viscerocranial mucosa
UBERON:2001711,frontal-pterotic joint,UBERON:0000982,skeletal joint
UBERON:0004808,gastrointestinal system epithelium,UBERON:0000483,epithelium
HP:0010171,Epiphyseal stippling of toe phalanges,HP:0010655,Epiphyseal stippling
HP:0100609,Hypermenorrhea,HP:0000140,Abnormality of the menstrual cycle
UBERON:0013479,lung endothelium,UBERON:0000077,mixed endoderm/mesoderm-derived structure
HP:0009473,Joint contracture of the hand,HP:0001155,Abnormality of the hand
UBERON:0012373,sympathetic nerve plexus,UBERON:0001816,autonomic nerve plexus
UBERON:2000657,entopterygoid,UBERON:0011597,bone of upper jaw
HP:0100838,Recurrent cutaneous abscess formation,HP:0005406,Recurrent bacterial skin infections
HP:0010123,Triangular epiphyses of the hallux,HP:0010172,Triangular epiphyses of the toes
HP:0009927,Aplasia of the nose,HP:0009924,Aplasia/Hypoplasia involving the nose
UBERON:0002498,deltopectoral crest,UBERON:0004120,mesoderm-derived structure
UBERON:0006537,female reproductive system fluid/secretion,UBERON:0000463,portion of organism substance
UBERON:3000509,processus suprafenestralis,UBERON:4100000,skeletal element projection
DOID:6945,inverted follicular keratosis,DOID:6498,seborrheic keratosis
UBERON:3010306,mitochondrial aggregate,UBERON:0000470,cell part
HP:0000076,Vesicoureteral reflux,HP:0000009,Functional abnormality of the bladder
UBERON:2002029,pectoral fin proximal radial bone 4,UBERON:2102029,pectoral fin proximal radial element 4
HP:0002818,Abnormality of the radius,HP:0002973,Abnormality of the forearm
DOID:4645,retinal cancer,DOID:2174,ocular cancer
UBERON:0001686,auditory ossicle,UBERON:0008001,irregular bone
HP:0012087,Abnormal mitochondrial shape,HP:0008322,Abnormal mitochondrial morphology
DOID:6286,childhood cerebellar astrocytic neoplasm,DOID:4848,cerebellar astrocytoma
HP:0005406,Recurrent bacterial skin infections,HP:0002718,Recurrent bacterial infections
UBERON:0011965,saddle joint,UBERON:0000982,skeletal joint
DOID:13500,hairy tongue,DOID:10944,tongue disease
HP:0006805,Large corpus callosum,HP:0200009,Abnormal size of corpus callosum
UBERON:0011802,feather bud,UBERON:0005423,developing anatomical structure
HP:0000667,Phthisis bulbi,HP:0012374,Abnormality of the globe
UBERON:0011630,intertemporal bone,UBERON:0002514,intramembranous bone
CL:0002140,acinar cell of sebaceous gland,CL:1000448,epithelial cell of sweat gland
CL:0000701,paraganglia type 2 cell,CL:0000630,supportive cell
UBERON:0003432,chest nerve,UBERON:0003824,nerve of thoracic segment
UBERON:0011631,tabular bone,UBERON:0008907,dermal bone
HP:0100659,Abnormality of the cerebral vasculature,HP:0007319,Morphological abnormality of the central nervous system
UBERON:0010207,nictitating membrane,UBERON:0010305,region of conjunctiva
UBERON:0013746,basibranchial element,UBERON:0010363,endochondral element
DOID:12337,varicocele,DOID:9742,pelvic varices
HP:0003680,Nonprogressive disorder,HP:0003679,Pace of progression
UBERON:0010005,placental labyrinth villous,UBERON:0000077,mixed endoderm/mesoderm-derived structure
HP:0010809,Broad uvula,HP:0000172,Abnormality of the uvula
HP:0005680,Tongue-like lumbar vertebral deformities,HP:0003312,Abnormal form of the vertebral bodies
UBERON:0010884,forelimb bone pre-cartilage condensation,UBERON:0003859,forelimb mesenchyme
HP:0011655,Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,HP:0001719,Double outlet right ventricle
UBERON:0006856,interrenal gland,UBERON:0005058,hemolymphoid system gland
HP:0010292,Absent uvula,HP:0010293,Aplasia/Hypoplasia of the uvula
HP:0006446,Dysplastic patella,HP:0003045,Abnormality of the patella
HP:0004224,Abnormality of the epiphysis of the middle phalanx of the 5th finger,HP:0010244,Abnormality of the epiphyses of the middle phalanges of the hand
UBERON:0013403,asterion of skull,UBERON:0006983,anatomical point
UBERON:0004170,spinal cord ventral commissure,UBERON:0007838,spinal cord white commissure
DOID:5149,epithelioid neurofibroma,DOID:962,neurofibroma
UBERON:0003460,arm bone,UBERON:0008962,forelimb bone
HP:0009576,Absent middle phalanx of 2nd finger,HP:0009535,Aplasia of the 2nd finger
UBERON:2002258,trituration tooth,UBERON:0001091,calcareous tooth
CL:0000835,myeloblast,CL:0002242,nucleate cell
CL:0002037,"CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell",CL:0000793,"CD4-positive, alpha-beta intraepithelial T cell"
UBERON:0003699,pubic symphysis,UBERON:0008114,joint of girdle
UBERON:0003979,utricle valve,UBERON:0003978,valve
CL:0000682,M cell of gut,CL:0000473,defensive cell
HP:0010280,Stomatitis,HP:0011830,Abnormality of oral mucosa
UBERON:0013221,caudofemoralis,UBERON:0003665,tail muscle
UBERON:0005671,greater sac mesothelium,UBERON:0001136,mesothelium
UBERON:0011124,xiphisternal joint,UBERON:0002216,symphysis
HP:0009977,Duplication of the proximal phalanx of the 4th finger,HP:0009284,Abnormality of the proximal phalanx of the 4th finger
UBERON:4300018,ventral marginal cartilage,UBERON:0005156,reproductive structure
HP:0100545,Arterial stenosis,HP:0005114,Abnormalities of the peripheral arteries
HP:0100288,EMG: myokymic discharges,HP:0003457,EMG abnormality
HP:0006508,Abnormality of tibial epiphyses,HP:0002992,Abnormality of the tibia
HP:0004544,Pointed frontal hairline,HP:0000599,Abnormality of the frontal hairline
CL:0000164,enteroendocrine cell,CL:0000163,endocrine cell
UBERON:0004611,rib 12,UBERON:0002228,rib
UBERON:0003003,microfilament,UBERON:0000470,cell part
UBERON:0006959,mandible angular process,UBERON:0010313,neural crest-derived structure
HP:0004007,Sclerotic radial epiphyses,HP:0003999,Abnormality of radial epiphyses
DOID:0050662,bestrophinopathy,DOID:4448,macular degeneration
UBERON:0013522,subdivision of tube,UBERON:0000064,organ part
DOID:4708,foramen magnum meningioma,DOID:4437,skull base meningioma
HP:0008064,Ichthyosis,HP:0011368,Epidermal thickening
UBERON:1500006,paired fin radial bone,UBERON:1600006,paired fin radial element
HP:0010650,Premaxillary underdevelopment,HP:0010756,Aplasia/Hypoplasia of the premaxilla
NCBITaxon:11588,Rift Valley fever virus,NCBITaxon:11584,Phlebovirus
DOID:10368,epididymis adenocarcinoma,DOID:10366,epididymis cancer
UBERON:0010584,pedal digit 5 phalanx pre-cartilage condensation,UBERON:0005699,pedal digit 5 mesenchyme
HP:0001211,Abnormality of the fingertips,HP:0001167,Abnormality of finger
NCBITaxon:129726,Pseudocowpox virus,NCBITaxon:10257,Parapoxvirus
DOID:3640,central nervous system teratoma,DOID:4439,central nervous system germ cell tumor
NCBITaxon:106178,canis group,NCBITaxon:943,Ehrlichia
CL:0002097,cortical cell of adrenal gland,CL:0000174,steroid hormone secreting cell
HP:0007933,Broad lateral eyebrow,HP:0011229,Broad eyebrow
HP:0008653,Crescentic glomerulonephritis,HP:0000099,Glomerulonephritis
DOID:0060125,heavy chain disease,DOID:2916,hypersensitivity reaction type IV disease
DOID:10303,sialadenitis,DOID:10854,salivary gland disease
DOID:5306,bladder clear cell adenocarcinoma,DOID:3711,bladder adenocarcinoma
CL:0002102,CD38-negative naive B cell,CL:0000788,naive B cell
UBERON:0013705,fascia of Scarpa,UBERON:0003427,abdominal fat pad
UBERON:0002189,outer cortex of kidney,UBERON:0001225,cortex of kidney
