cls,def,xrefs
DOID:8199,,UMLS_CUI:C0153183 ICD9CM:095.7 SNOMEDCT_2010_1_31:186899004 SNOMEDCT_2010_1_31:186900009
CL:0002390,,
HP:0011396,,
UBERON:0002593,,
UBERON:0003259,,
HP:0010141,,
UBERON:2105226,,
HP:0100677,,
UBERON:0004004,,
DOID:5486,,UMLS_CUI:C0855070 NCI:C8825
HP:0000675,,
DOID:13192,,UMLS_CUI:C0155910 ICD9CM:514 SNOMEDCT_2010_1_31:196115007 SNOMEDCT_2010_1_31:196120007
CL:0000930,,
HP:0004673,,
HP:0012348,,
UBERON:0014464,,
CL:0000933,,
HP:0011393,,
UBERON:0002596,,
HP:0100946,,
HP:0005035,,
UBERON:0003046,,
UBERON:0000388,,
UBERON:0004645,,
DOID:8630,,SNOMEDCT_2010_1_31:363372009 ICD9CM:140.3 SNOMEDCT_2010_1_31:93837005 SNOMEDCT_2010_1_31:94137004 UMLS_CUI:C0474962 UMLS_CUI:C0432579 SNOMEDCT_2010_1_31:187602007 SNOMEDCT_2010_1_31:187611007 SNOMEDCT_2010_1_31:187601000 SNOMEDCT_2010_1_31:187600004 SNOMEDCT_2010_1_31:187607001 SNOMEDCT_2010_1_31:187606005 SNOMEDCT_2010_1_31:187610008 SNOMEDCT_2010_1_31:187609003 SNOMEDCT_2010_1_31:421249001
DOID:4202,,UMLS_CUI:C0677865 NCI:C8501
NCBITaxon:43733,,
DOID:7498,"A papillomavirus infectious disease and complicated_by acquired immunodeficiency syndrome that results_in infection, has_material_basis_in human papillomavirus, in patients with AIDS.",UMLS_CUI:C1332045 NCI:C27852
HP:0010140,,
HP:0009398,,
HP:0004819,,
UBERON:0007689,,
UBERON:0012268,,
HP:0000674,,
HP:0100676,,
HP:0012347,,
CL:0000932,,
HP:0011394,,
UBERON:3000642,,
UBERON:0002595,,
HP:0100947,,
UBERON:0003047,,
HP:0005036,,
UBERON:0014463,,
DOID:4953,"A viral infectious disease that results_in destruction located_in motor neurons, has_material_basis_in Human poliovirus 1, has_material_basis_in Human poliovirus 2, or has_material_basis_in Human poliovirus 3, which are transmitted_by ingestion of food or water contaminated with feces, or transmitted_by direct contact with the oral secretions. The infection has_symptom fever, has_symptom sore throat, has_symptom headache, has_symptom vomiting, has_symptom fatigue, has_symptom neck stiffness, has_symptom muscle spasms, and has_symptom acute flaccid paralysis.",SNOMEDCT_2010_1_31:187390004 SNOMEDCT_2010_1_31:186475007 MSH:D011051 SNOMEDCT_2010_1_31:54839009 SNOMEDCT_2010_1_31:398102009 SNOMEDCT_2010_1_31:186481004 SNOMEDCT_2010_1_31:266189002 NCI:C35550 SNOMEDCT_2010_1_31:398256009 SNOMEDCT_2010_1_31:154320008 ICD9CM:045.9 ICD9CM:045 SNOMEDCT_2010_1_31:367318001 UMLS_CUI:C0032371
DOID:0050232,"A capillariasis that involves infection of the lungs with Capillaria, resulting in fever, cough, asthma, and pneumonia.",UMLS_CUI:C0006897 SNOMEDCT_2010_1_31:52979002 ICD9CM:127.5
UBERON:0000387,,
UBERON:0004644,,
HP:0010579,,
DOID:4203,,ICD9CM:191.7 UMLS_CUI:C0677866 SNOMEDCT_2010_1_31:188299003 NCI:C3570 SNOMEDCT_2010_1_31:126961004 UMLS_CUI:C0751886 SNOMEDCT_2010_1_31:363473003 SNOMEDCT_2010_1_31:93726004 SNOMEDCT_2010_1_31:154549004 UMLS_CUI:C1332192 UMLS_CUI:C0153641
HP:0009399,,
UBERON:0012267,,
HP:0100675,,
UBERON:0004006,,
UBERON:0007688,,
UBERON:0002590,,
CL:0002395,,
UBERON:0004647,,
DOID:0050487,,
HP:0011399,,
UBERON:0014462,,
DOID:13196,,UMLS_CUI:C0271760 SNOMEDCT_2010_1_31:75667007 MSH:D047268
HP:0002028,,
UBERON:0003040,,
NCBITaxon:43735,,
DOID:7683,,NCI:C26751 ICD9CM:441.0 SNOMEDCT_2010_1_31:155420000 UMLS_CUI:C0012736 SNOMEDCT_2010_1_31:308546005 SNOMEDCT_2010_1_31:67076004
CL:0000935,,
UBERON:0003254,,
HP:0004817,,
DOID:0050143,"A dengue disease that results_in infection, has_material_basis_in Dengue virus [NCBITaxon:12637] with four serotypes (Dengue virus 1, 2, 3 and 4), which are transmitted_by Aedes mosquito bite. The infection has no manifestations of symptoms.",
UBERON:3000640,,
DOID:0050819,"An autosomal genetic disease that is characterized by microphthalmia or anophthalmia, pulmonary agenesis, and diaphragmatic defect.",OMIM:601186
UBERON:0004009,,
HP:0100254,,
UBERON:0004231,,
HP:0010578,,
DOID:11760,An osteochondrosis that results_in death and collapse located_in navicular bone of foot.,SNOMEDCT_2010_1_31:203392007 SNOMEDCT_2010_1_31:203397001 UMLS_CUI:C0158444 ICD9CM:732.5 SNOMEDCT_2010_1_31:203393002 SNOMEDCT_2010_1_31:32491009
CL:0002394,,
UBERON:0004646,,
UBERON:0014461,,
DOID:8633,,SNOMEDCT_2010_1_31:197008005 SNOMEDCT_2010_1_31:241154007 SNOMEDCT_2010_1_31:266448009 MSH:C537347 SNOMEDCT_2010_1_31:197005008 SNOMEDCT_2010_1_31:111354009 ICD9CM:557.1 UMLS_CUI:C0311262
CL:0000934,,
DOID:13197,,MSH:D006044 SNOMEDCT_2010_1_31:237570007 SNOMEDCT_2010_1_31:190236006 SNOMEDCT_2010_1_31:419153005 UMLS_CUI:C0018023
HP:0012349,,
HP:0002027,,
UBERON:0003041,,
HP:0004818,,
UBERON:0012269,,
DOID:1954,,SNOMEDCT_2010_1_31:194765009 UMLS_CUI:C0155587 ICD9CM:402.1 SNOMEDCT_2010_1_31:36221001 SNOMEDCT_2010_1_31:194768006
HP:0100253,,
UBERON:0004008,,
UBERON:0004230,,
HP:0010577,,
DOID:12849,"An autism spectrum disorder that is characterized by symptoms across all three symptom domains (communication, social, restricted repetitive interests and behaviors), delayed language development, and symptom onset prior to age 3 years.",OMIM:300425 OMIM:611016 OMIM:606059 OMIM:300495 OMIM:608049 SNOMEDCT_2010_1_31:191688000 SNOMEDCT_2010_1_31:192581001 OMIM:612100 ICD9CM:299.0 EFO:0003758 OMIM:615032 OMIM:611015 OMIM:613436 SNOMEDCT_2010_1_31:271450003 OMIM:610836 OMIM:300872 SNOMEDCT_2010_1_31:408857007 ICD10CM:F84.0 OMIM:609378 UMLS_CUI:C0004352 OMIM:611913 OMIM:615091 SNOMEDCT_2010_1_31:43614003 OMIM:610676 ORDO:106 SNOMEDCT_2010_1_31:34883005 OMIM:300847 OMIM:613410 OMIM:608636 SNOMEDCT_2010_1_31:38763009 SNOMEDCT_2010_1_31:191691000 OMIM:300830 OMIM:607373 OMIM:300496 SNOMEDCT_2010_1_31:408856003 SNOMEDCT_2010_1_31:154878007 OMIM:610908 MSH:D001321 OMIM:209850
DOID:9274,An amino acid metabolic disorder that involves an abnormal increase of lysine in the blood.,MSH:D020167 SNOMEDCT_2010_1_31:58558003 OMIM:238700 UMLS_CUI:C0268553
HP:0011397,,
NCBITaxon:5498,,
UBERON:0014460,,
DOID:8634,,UMLS_CUI:C0154088 NCI:C3642 SNOMEDCT_2010_1_31:128640002 ICD9CM:233.4 SNOMEDCT_2010_1_31:92691004
UBERON:0001347,,
UBERON:0002592,,
CL:0002393,,
UBERON:2001231,,
CL:0000937,,
DOID:7681,,UMLS_CUI:C1336714 NCI:C6349
HP:0005039,,
DOID:13194,,SNOMEDCT_2010_1_31:60968001 SNOMEDCT_2010_1_31:190238007 SNOMEDCT_2010_1_31:267371002 SNOMEDCT_2010_1_31:190236006 UMLS_CUI:C1318500 ICD9CM:241 NCI:C34647 ICD9CM:241.9
HP:0100252,,
DOID:5485,,OMIM:312820 NCI:C3400 SNOMEDCT_2010_1_31:63211008 SNOMEDCT_2010_1_31:302851001 UMLS_CUI:C0039101 MSH:D013584
HP:0010576,,
HP:0000670,,
DOID:6652,A calcinosis that is the calcification or a bony hardening of ligaments in areas where they attach to your spine.,ICD9CM:721.6 MSH:C537073 SNOMEDCT_2010_1_31:31487001 UMLS_CUI:C0020498 OMIM:106400 NCI:C84671 MSH:D004057 SNOMEDCT_2010_1_31:55815007
DOID:4541,An agnosia that involves a severe problem with recalling words or names.,UMLS_CUI:C0003113 NCI:C34386 SNOMEDCT_2010_1_31:10325006 MSH:D000849
UBERON:0004233,,
UBERON:0001348,,
UBERON:0002591,,
HP:0011398,,
UBERON:0004648,,
UBERON:2001230,,
UBERON:0003257,,
CL:0000936,,
UBERON:0000383,,
DOID:8635,,SNOMEDCT_2010_1_31:94129007 UMLS_CUI:C0153377 NCI:C35177 ICD9CM:145.4 SNOMEDCT_2010_1_31:363389001
DOID:13195,,NCI:C35271 SNOMEDCT_2010_1_31:60968001 SNOMEDCT_2010_1_31:267463000 SNOMEDCT_2010_1_31:154650009 SNOMEDCT_2010_1_31:267369002 SNOMEDCT_2010_1_31:154654000 UMLS_CUI:C0221777 SNOMEDCT_2010_1_31:286908001
UBERON:0003043,,
HP:0100251,,
HP:0100679,,
DOID:5484,,UMLS_CUI:C1333616 NCI:C6533
HP:0010575,,
UBERON:0004649,,
UBERON:0001349,,
UBERON:0004232,,
CL:0000706,,
DOID:1924,,UMLS_CUI:C0020619 SNOMEDCT_2010_1_31:48130008 NCI:C9227 MSH:D007006
DOID:14671,,UMLS_CUI:C0220744 OMIM:243150 SNOMEDCT_2010_1_31:95472001
UBERON:3000610,,
DOID:0050278,"A subcutaneous mycosis that involves a chronic inflammatory or granulomatous fungal infection of the subcutaneous tissue of the limbs, chest, back or buttocks caused by Basidiobolus ranarum. Lesions appear as subcutaneous nodules which develop into massive, firm, indurated, painless swellings which are freely movable over the underlying muscle, but are attached to the skin which may become hyperpigmented but not ulcerated.",
UBERON:0003297,,
HP:0011390,,
HP:0002069,,
HP:0009370,,
HP:0012054,,
DOID:0050482,,
UBERON:0001376,,
UBERON:0000379,,
HP:0100211,,
CL:0000504,,
UBERON:0005818,,
HP:0000641,,
DOID:0050645,A connective tissue disease that is characterized by elongation and generalized tortuosity of the major arteries including the aorta.,OMIM:208050
HP:0200013,,
CL:0000707,,
DOID:1923,,MSH:D012734 SNOMEDCT_2010_1_31:39179006 UMLS_CUI:C0036875
UBERON:0010060,,
HP:0001889,,
UBERON:0003296,,
DOID:0050695,,
UBERON:0001375,,
HP:0012055,,
DOID:10989,,UMLS_CUI:C0042370 NCI:C35116 ICD9CM:372.74 SNOMEDCT_2010_1_31:193900004 SNOMEDCT_2010_1_31:74100001
HP:0100212,,
UBERON:0005817,,
DOID:0080041,An osteochondrodysplasia that has_material_basis_in mutation in the FGFR3 gene which affects ossification of cartilage and results_in short limb dwarfism.,
CL:0000505,,
DOID:600,A specific phobia that involves a fear caused by the presence or thought of a specific animal that poses little or no danger at all.,SNOMEDCT_2010_1_31:54307006 SNOMEDCT_2010_1_31:192396001 NCI:C35273 UMLS_CUI:C0233711 SNOMEDCT_2010_1_31:247848003
UBERON:0009720,,
HP:0000642,,
UBERON:0003295,,
DOID:1926,,UMLS_CUI:C0017205 SNOMEDCT_2010_1_31:180485001 NCI:C61268 MSH:C535732 OMIM:231000 OMIM:230900 SNOMEDCT_2010_1_31:62201009 SNOMEDCT_2010_1_31:2859005 MSH:D005776 OMIM:230800 SNOMEDCT_2010_1_31:190794006
UBERON:0010061,,
HP:0012056,,
CL:0000704,,
HP:0011392,,
HP:0200012,,
UBERON:0001378,,
HP:0009372,,
DOID:0050694,,OMIM:211530
HP:0002067,,
UBERON:2001046,,
CL:0000502,,
DOID:1176,"A lower respiratory tract disease that affects the airways leading into the lungs, which is caused due to inflammation of the bronchi and bronchioles, infection, or blockage.",SNOMEDCT_2010_1_31:41427001 UMLS_CUI:C0006261 MSH:D001982
DOID:10986,,UMLS_CUI:C0012624 SNOMEDCT_2010_1_31:2304001 MSH:D015299
HP:0100213,,
HP:0000643,,
UBERON:0009721,,
HP:0001888,,
HP:0011391,,
HP:0012057,,
HP:0002068,,
UBERON:0010062,,
UBERON:0003294,,
DOID:8604,,UMLS_CUI:C0153757 SNOMEDCT_2010_1_31:188560007 ICD9CM:201.46 SNOMEDCT_2010_1_31:93494007
CL:0000705,,
DOID:0050693,,OMIM:605041
HP:0009371,,
HP:0200011,,
UBERON:0001377,,
HP:0005021,,
DOID:5063,,NCI:C2922 SNOMEDCT_2010_1_31:6641007 SNOMEDCT_2010_1_31:254702000 MSH:D002281 SNOMEDCT_2010_1_31:37304002 UMLS_CUI:C0007118
HP:0100214,,
CL:0000503,,
UBERON:0005819,,
DOID:7966,,UMLS_CUI:C1519711 NCI:C39577
UBERON:0009722,,
CL:0000500,,
UBERON:0005813,,
UBERON:0004438,,
DOID:70,,
CL:0000928,,
HP:0012050,,
UBERON:2001044,,
DOID:7224,,SNOMEDCT_2010_1_31:188320007 SNOMEDCT_2010_1_31:363476006 UMLS_CUI:C0153647 SNOMEDCT_2010_1_31:94069006 ICD9CM:192.3
DOID:0050486,,MSH:D005076
DOID:1785,An endocrine gland cancer located_in the pituitary gland located at the base of the brain.,UMLS_CUI:C0496842 MSH:D010911 SNOMEDCT_2010_1_31:93964007 SNOMEDCT_2010_1_31:363482009 UMLS_CUI:C0032019 NCI:C3330 SNOMEDCT_2010_1_31:127024001
HP:0100717,,
DOID:4231,,SNOMEDCT_2010_1_31:128741006 SNOMEDCT_2010_1_31:154614002 SNOMEDCT_2010_1_31:72079004 UMLS_CUI:C1509147 MSH:D051642 SNOMEDCT_2010_1_31:189773000 SNOMEDCT_2010_1_31:302843004 NCI:C35765
CL:0000702,,
HP:0200018,,
HP:0012319,,
HP:0002392,,
UBERON:0004439,,
CL:0000929,,
CL:0000501,,
DOID:14676,,UMLS_CUI:C0220724 OMIM:217100 MSH:C531614
UBERON:2001045,,
UBERON:0001379,,
HP:0012051,,
DOID:8602,,SNOMEDCT_2010_1_31:363382005 ICD9CM:143 UMLS_CUI:C0153364 NCI:C9317 ICD9CM:143.9 SNOMEDCT_2010_1_31:93819009 SNOMEDCT_2010_1_31:187651005
DOID:4230,,UMLS_CUI:C1334620 NCI:C6511
HP:0000646,,
HP:0200017,,
CL:0000703,,
DOID:13459,"A secondary syphilis that involves infection of the liver by the spirochete Treponema pallidum, which results in the formation of hepatic lesions.",SNOMEDCT_2010_1_31:197348008 ICD9CM:091.62 SNOMEDCT_2010_1_31:80770009 UMLS_CUI:C0153149
HP:0100716,,
DOID:1934,A bone development disease that results_in defective ossification of located_in bone.,UMLS_CUI:C0013393 SNOMEDCT_2010_1_31:109420003 MSH:D004413 NCI:C34560
DOID:7960,,UMLS_CUI:C1266063 NCI:C5117 SNOMEDCT_2010_1_31:403942003 SNOMEDCT_2010_1_31:128895006
DOID:3307,A germ cell and embryonal cancer that is an encapsulated tumor with tissue or organ components resembling normal derivatives of all three germ layers.,UMLS_CUI:C0039538 MSH:D013724 SNOMEDCT_2010_1_31:189844009 SNOMEDCT_2010_1_31:189846006 NCI:C3403 SNOMEDCT_2010_1_31:55818009 SNOMEDCT_2010_1_31:189848007
NCBITaxon:11632,,
DOID:5069,,UMLS_CUI:C1519865 NCI:C40179
DOID:0050699,,
DOID:8601,,SNOMEDCT_2010_1_31:363383000 SNOMEDCT_2010_1_31:94114005 ICD9CM:143.0 UMLS_CUI:C0153365
UBERON:2001042,,
UBERON:0003299,,
UBERON:0004436,,
HP:0012052,,
CL:0000700,,
CL:0000926,,
DOID:12176,A thyroid gland disease that involves an abnormal enlargement of the thyroid gland.,UMLS_CUI:C0018021 SNOMEDCT_2010_1_31:190232008 SNOMEDCT_2010_1_31:3716002 SNOMEDCT_2010_1_31:237568003 ICD9CM:240.9 SNOMEDCT_2010_1_31:267370001 SNOMEDCT_2010_1_31:246183006 NCI:C26785 MSH:D006042 SNOMEDCT_2010_1_31:190235005
DOID:1922,,UMLS_CUI:C1333387 NCI:C27564
HP:0100719,,
HP:0000647,,
HP:0200016,,
HP:0002390,,
HP:0012317,,
UBERON:0005816,,
UBERON:0008772,,
DOID:7961,,UMLS_CUI:C1518366 NCI:C40188
DOID:8600,,NCI:C3215 SNOMEDCT_2010_1_31:190580007 ICD9CM:259.2 UMLS_CUI:C0024586 SNOMEDCT_2010_1_31:109950000 MSH:D008303 SNOMEDCT_2010_1_31:35868009 SNOMEDCT_2010_1_31:154717002
UBERON:2001043,,
UBERON:0005814,,
HP:0012053,,
UBERON:0004437,,
DOID:0050483,,
UBERON:0003298,,
CL:0000701,,
CL:0000927,,
DOID:4442,An alveolar soft part sarcoma and cervical soft tissue tumor and malignant neoplasm of cervix uteri that is located_in the cervix.,UMLS_CUI:C1516408 NCI:C40225
DOID:0050445,A metal metabolism disorder that results from the inactivation of hormone-like substances (phosphatonins) that promote phosphate excretion which has_material_basis_in a X-linked mutation in the PHEX gene.,OMIM:241520 MSH:D053098 OMIM:193100 OMIM:300554 OMIM:613312 OMIM:307800
HP:0100718,,
HP:0000648,,
HP:0200015,,
DOID:1921,,SNOMEDCT_2010_1_31:405770005 SNOMEDCT_2010_1_31:268357008 UMLS_CUI:C0022735 SNOMEDCT_2010_1_31:205696000 NCI:C34752 SNOMEDCT_2010_1_31:405769009 SNOMEDCT_2010_1_31:205712007 SNOMEDCT_2010_1_31:22053006 MSH:D007713 SNOMEDCT_2010_1_31:157021007 SNOMEDCT_2010_1_31:205701007 ICD9CM:758.7 MSH:C531723
HP:0012318,,
UBERON:0005815,,
DOID:7962,,UMLS_CUI:C1515212 NCI:C40159
HP:0100210,,
DOID:3303,An embryonal cancer and bone cancer and mesenchymal cell neoplasm that is located_in the notochord.,UMLS_CUI:C1335069 NCI:C7063
UBERON:0011757,,
UBERON:2001892,,
DOID:14130,,UMLS_CUI:C1456249 ICD9CM:618.02
HP:0002396,,
HP:0007709,,
DOID:6447,,UMLS_CUI:C1332910 NCI:C5558
UBERON:0008778,,
HP:0008794,,
HP:0000649,,
DOID:13975,,UMLS_CUI:C1334724
HP:0011807,,
HP:0100219,,
UBERON:0004434,,
HP:0002061,,
UBERON:0011220,,
UBERON:2001893,,
DOID:1314,,UMLS_CUI:C0043046 SNOMEDCT_2010_1_31:207559001 MSH:D019282 SNOMEDCT_2010_1_31:28928000 SNOMEDCT_2010_1_31:271878009 SNOMEDCT_2010_1_31:288517002
DOID:14131,,UMLS_CUI:C1456248 SNOMEDCT_2010_1_31:423633003 ICD9CM:618.01
HP:0100712,,
HP:0007708,,
UBERON:0008777,,
DOID:6446,,SNOMEDCT_2010_1_31:58069009 NCI:C4176 UMLS_CUI:C0334353
DOID:5625,An esophageal carcinoma that derives_from squamous cells and gland-like cells.,UMLS_CUI:C1333442 NCI2009_04D:C27421
DOID:3078,"An astrocytoma that is characterized by cells with regular, round to oval nuclei.",MSH:D001254 UMLS_CUI:C0334579 NCI:C9477 SNOMEDCT_2010_1_31:55353007
UBERON:3000619,,
DOID:7221,,UMLS_CUI:C1333753 NCI:C5743
DOID:10222,,NCI:C26925 SNOMEDCT_2010_1_31:31384009 MSH:D017285 UMLS_CUI:C0085655 SNOMEDCT_2010_1_31:15099002 SNOMEDCT_2010_1_31:156457001 ICD9CM:710.4
NCBITaxon:716545,,
HP:0007930,,
HP:0002062,,
UBERON:0000955,,
UBERON:0004435,,
UBERON:0010512,,
UBERON:0008776,,
UBERON:0011755,,
HP:0008796,,
HP:0002394,,
HP:0007707,,
UBERON:0001370,,
DOID:12685,"A communication disorder that involves both the receptive and expressive areas of communication may be affected in any degree, from mild to severe.",UMLS_CUI:C0236827 SNOMEDCT_2010_1_31:25766007 ICD9CM:315.32
CL:0002100,,
UBERON:0000956,,
UBERON:0010069,,
UBERON:2000342,,
UBERON:0004432,,
UBERON:0011754,,
HP:0005764,,
NCBITaxon:716546,,
UBERON:0010511,,
DOID:7222,,UMLS_CUI:C1333755
DOID:0050712,An amino acid metabolic disorder that has_material_basis_in a mutation in the GATM gene resulting in deficiency of arginine:glycine amidinotransferase which then limits creatine synthesis.,OMIM:612718
HP:0011809,,
DOID:14133,,UMLS_CUI:C0152079 ICD9CM:620.6 SNOMEDCT_2010_1_31:69186005
UBERON:0008775,,
UBERON:0011756,,
DOID:6448,,UMLS_CUI:C1520071 NCI2009_04D:C40308
HP:0002395,,
HP:0008797,,
DOID:10220,,UMLS_CUI:C0157168 ICD9CM:659.00
DOID:13976,,SNOMEDCT_2010_1_31:266498005 SNOMEDCT_2010_1_31:54856001 SNOMEDCT_2010_1_31:57643001 ICD9CM:530.11 UMLS_CUI:C0014869 MSH:D004942 SNOMEDCT_2010_1_31:196600005 SNOMEDCT_2010_1_31:155673008
CL:0002101,,
HP:0005765,,
UBERON:0004433,,
HP:0002060,,
DOID:7223,,NCI:C4273 UMLS_CUI:C0346157 SNOMEDCT_2010_1_31:254846003
HP:0011808,,
UBERON:0000957,,
UBERON:0010510,,
UBERON:2000341,,
UBERON:0008342,,
DOID:7967,,UMLS_CUI:C1512738 NCI:C39828
CL:0000508,,
HP:0100215,,
NCBITaxon:10911,,
DOID:0050082,"A viral infectious disease that results_in infection located_in liver, has_material_basis_in Torque teno virus, which is transmitted_by blood transfusion.",
DOID:0060130,An agnosia that is a loss of motion perception.,
UBERON:0000958,,
HP:0011803,,
UBERON:0004430,,
UBERON:0002301,,
UBERON:0001372,,
DOID:1928,,MSH:D018980 SNOMEDCT_2010_1_31:63247009 OMIM:194050 NCI:C85232 UMLS_CUI:C0175702
HP:0007705,,
UBERON:0010063,,
DOID:7968,,UMLS_CUI:C1512742 NCI:C39823
UBERON:0008341,,
CL:0000509,,
HP:0100216,,
HP:0002066,,
UBERON:0000959,,
UBERON:0010064,,
DOID:0050152,A bacterial pneumonia which is an acute pulmonary inflammatory response that develops after the inhalation of colonized oropharyngeal material containing bacteria. It is seen in individuals with dysphagia and gastric dysmotility. The disease has_symptom tachypnea and has_symptom cough.,MSH:D011015 SNOMEDCT_2010_1_31:422588002 UMLS_CUI:C0032290 NCI:C34932 SNOMEDCT_2010_1_31:47839005
HP:0008790,,
UBERON:0003292,,
UBERON:0002302,,
UBERON:0004431,,
HP:0011802,,
UBERON:0001371,,
DOID:1927,,MSH:D013106 SNOMEDCT_2010_1_31:238028008 UMLS_CUI:C0037899 SNOMEDCT_2010_1_31:58459009
HP:0007704,,
DOID:0050170,"A California virus encephalitis that results_in inflammation located_in brain, has_material_basis_in Jamestown Canyon virus, which is transmitted_by Culiseta, transmitted_by Aedes, and transmitted_by Anopheles species of mosquitoes. The infection has_symptom headache, has_symptom fever, has_symptom neck stiffness, has_symptom photophobia, has_symptom nausea, has_symptom vomiting, and has_symptom seizures.",
DOID:4730,"A rhinitis which involves a hypersensitive reaction to various potentially irritating stimuli such as changes in weather, temperature, or barometric pressure, chemical irritants such as smoke, ozone, pollution, perfumes, and aerosol sprays, psychological stress and emotional shocks, medications, alcohol, and spicy food.",MSH:D012223 NCI:C34988 SNOMEDCT_2010_1_31:8229003 SNOMEDCT_2010_1_31:155537009 UMLS_CUI:C0035460 SNOMEDCT_2010_1_31:266386004
DOID:9463,An external ear disease that involves inflammation of the outer ear and ear canal. It can be caused by active bacterial or fungal infection.,ICD9CM:380.1 UMLS_CUI:C0021355 SNOMEDCT_2010_1_31:3135009 SNOMEDCT_2010_1_31:194198006 SNOMEDCT_2010_1_31:267752002 SNOMEDCT_2010_1_31:86981007 NCI:C3299 SNOMEDCT_2010_1_31:194214000 ICD9CM:380.10 SNOMEDCT_2010_1_31:194199003
UBERON:0008340,,
HP:0100711,,
DOID:7969,,UMLS_CUI:C1512741 NCI:C39819
HP:0100217,,
HP:0002398,,
CL:0000506,,
HP:0002063,,
UBERON:0010065,,
UBERON:0001374,,
DOID:8609,,UMLS_CUI:C0154398 ICD9CM:296.12
HP:0011805,,
HP:0007703,,
UBERON:0003291,,
DOID:0050791,"A pseudohermaphroditism that is characterized by the persistence of Mullerian duct derivatives (i.e. uterus, cervix, fallopian tubes and upper two thirds of vagina) in a phenotypically and karyotypically male.",MSH:C536665 OMIM:261550
UBERON:0008779,,
DOID:3449,A penile cancer that is located_in the skin or tissues of the penis.,NCI:C9061 SNOMEDCT_2010_1_31:372106005 UMLS_CUI:C0853105
UBERON:0003290,,
DOID:0050236,"A parasitic protozoa infectious disease that involves infection caused by the members of the class Heterolobosea, which move with eruptive bulges and show transformation to a temporary flagellate stage.",
