title	pmid	doi	scopus_eid	pub_date
Evaluating Disease Similarity Based on Gene Network Reconstruction and Representation.	33978702	10.1093/bioinformatics/btab252		2021-05-12
The microRNA analysis portal is a next-generation tool for exploring and analyzing miRNA-focused data in the literature.	33903708	10.1038/s41598-021-88617-6		2021-04-26
MendelVar: gene prioritization at GWAS loci using phenotypic enrichment of Mendelian disease genes.	33836063	10.1093/bioinformatics/btaa1096		2021-04-09
Network medicine links SARS-CoV-2/COVID-19 infection to brain microvascular injury and neuroinflammation in dementia-like cognitive impairment.	33791705	10.1101/2021.03.15.435423		2021-03-22
Distinct placental molecular processes associated with early-onset and late-onset preeclampsia.	33754042	10.7150/thno.56141		2021-03-05
Small Non-Coding-RNA in Gynecological Malignancies.	33802524	10.3390/cancers13051085		2021-03-03
Comprehensive Analysis of Expression Regulation for RNA m6A Regulators With Clinical Significance in Human Cancers.	33718187	10.3389/fonc.2021.624395		2021-02-23
Vitamin D-regulated Gene Expression Profiles: Species-specificity and Cell-specific Effects on Metabolism and Immunity.	33249469	10.1210/endocr/bqaa218		2021-02-01
Integrated Weighted Gene Co-expression Network Analysis Identified That TLR2 and CD40 Are Related to Coronary Artery Disease.	33574831	10.3389/fgene.2020.613744		2021-01-26
Developmental cell programs are co-opted in inflammatory skin disease.	33479125	10.1126/science.aba6500		2021-01-22
Comparative Toxicogenomics Database (CTD): update 2021.	33068428	10.1093/nar/gkaa891		2021-01-08
HumanMetagenomeDB: a public repository of curated and standardized metadata for human metagenomes.	33221926	10.1093/nar/gkaa1031		2021-01-08
Decoding information on COVID-19: Ontological approach towards design possible therapeutics.	33263073	10.1016/j.imu.2020.100486		2021-01-01
Transcriptional network modulated by the prognostic signature transcription factors and their long noncoding RNA partners in primary prostate cancer.	33279858	10.1016/j.ebiom.2020.103150		2021-01-01
Novel therapeutic compounds for prostate adenocarcinoma treatment: An analysis using bioinformatic approaches and the CMap database.	33371142	10.1097/MD.0000000000023768		2020-12-18
Integrated Bioinformatics Analysis Reveals Key Candidate Genes and Cytokine Pathways Involved in COVID-19 After Rhinovirus Infection in Asthma Patients.	33315853	10.12659/MSM.928861		2020-12-14
An Enhancer-Based Analysis Revealed a New Function of Androgen Receptor in Tumor Cell Immune Evasion.	33343635	10.3389/fgene.2020.595550		2020-12-02
signatureSearch: environment for gene expression signature searching and functional interpretation.	33068417	10.1093/nar/gkaa878		2020-12-02
Bioinformatic analysis reveals that the OAS family may play an important role in lupus nephritis.	32622555	10.1016/j.jnma.2020.05.006		2020-12-01
Hypoxia regulates GR function through multiple mechanisms involving microRNAs 103 and 107.	32871225	10.1016/j.mce.2020.111007		2020-12-01
Impacts of genomic networks governed by human-specific regulatory sequences and genetic loci harboring fixed human-specific neuro-regulatory single nucleotide mutations on phenotypic traits of modern humans.	32902713	10.1007/s10577-020-09639-w		2020-12-01
Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer's disease.	33257666	10.1038/s41467-020-19737-2		2020-11-30
Che-1/AATF-induced transcriptionally active chromatin promotes cell proliferation in multiple myeloma.	33186461	10.1182/bloodadvances.2020002566		2020-11-24
A Semantic-Based Approach for Managing Healthcare Big Data: A Survey.	33489061	10.1155/2020/8865808		2020-11-23
MAFB and MAF Transcription Factors as Macrophage Checkpoints for COVID-19 Severity.	33312178	10.3389/fimmu.2020.603507		2020-11-18
Identification of novel prognostic markers of survival time in high-risk neuroblastoma using gene expression profiles.	33245713	10.18632/oncotarget.27808		2020-11-17
DeepciRGO: functional prediction of circular RNAs through hierarchical deep neural networks using heterogeneous network features.	33183227	10.1186/s12859-020-03748-3		2020-11-12
Pathway information extracted from 25 years of pathway figures.	33168034	10.1186/s13059-020-02181-2		2020-11-09
Transcription Factor PLAGL1 Is Associated with Angiogenic Gene Expression in the Placenta.	33171905	10.3390/ijms21218317		2020-11-06
Biological interpretation of deep neural network for phenotype prediction based on gene expression.	33148191	10.1186/s12859-020-03836-4		2020-11-04
Functional characterization of SMARCA4 variants identified by targeted exome-sequencing of 131,668 cancer patients.	33144586	10.1038/s41467-020-19402-8		2020-11-03
A holistic view of mouse enhancer architectures reveals analogous pleiotropic effects and correlation with human disease.	33138777	10.1186/s12864-020-07109-5		2020-11-02
Prp19 Is an Independent Prognostic Marker and Promotes Neuroblastoma Metastasis by Regulating the Hippo-YAP Signaling Pathway.	33224878	10.3389/fonc.2020.575366		2020-11-02
The clinical value and potential molecular mechanism of the downregulation of MAOA in hepatocellular carcinoma tissues.	32931665	10.1002/cam4.3434		2020-11-01
Small Nucleolar RNAs (snoRNAs)-Based Risk Score Classifier Predicts Overall Survival in Bladder Carcinoma.	33104528	10.12659/MSM.926273		2020-10-26
Predicting Diagnostic Gene Biomarkers Associated With Immune Infiltration in Patients With Acute Myocardial Infarction.	33195475	10.3389/fcvm.2020.586871		2020-10-23
Pan-cancer analysis of differential DNA methylation patterns.	33087120	10.1186/s12920-020-00780-3		2020-10-22
Differential gene regulatory pattern in the human brain from schizophrenia using transcriptomic-causal network.	33087039	10.1186/s12859-020-03753-6		2020-10-21
Prioritizing long range interactions in noncoding regions using GWAS and deletions perturbed TADs.	33209206	10.1016/j.csbj.2020.10.014		2020-10-21
Umbilical Cord Blood and iPSC-Derived Natural Killer Cells Demonstrate Key Differences in Cytotoxic Activity and KIR Profiles.	33178188	10.3389/fimmu.2020.561553		2020-10-15
ASDmiR: A Stepwise Method to Uncover miRNA Regulation Related to Autism Spectrum Disorder.	33173536	10.3389/fgene.2020.562971		2020-10-14
Weighted gene coexpression network analysis identifies the key role associated with acute coronary syndrome.	33052139	10.18632/aging.103859		2020-10-14
Identification of epilepsy-associated neuronal subtypes and gene expression underlying epileptogenesis.	33028830	10.1038/s41467-020-18752-7		2020-10-07
Pancreatlas: Applying an Adaptable Framework to Map the Human Pancreas in Health and Disease.	33294866	10.1016/j.patter.2020.100120		2020-10-05
OneStopRNAseq: A Web Application for Comprehensive and Efficient Analyses of RNA-Seq Data.	33023248	10.3390/genes11101165		2020-10-02
Phenotypically Similar Rare Disease Identification from an Integrative Knowledge Graph for Data Harmonization: Preliminary Study.	33006565	10.2196/18395		2020-10-02
Cyto-biological effects of microRNA-424-5p on human colorectal cancer cells.	32863933	10.3892/ol.2020.11982		2020-10-01
Investigating the human protein-host protein interactome of SARS-CoV-2 infection in the small intestine.	33244381			2020-10-01
The similarity of inherited diseases (II): clinical and biological similarity between the phenotypic series.	32972400	10.1186/s12920-020-00793-y		2020-09-24
COVID-19 Biomarkers in research: Extension of the OncoMX cancer biomarker data model to capture biomarker data from other diseases.	32935101	10.1101/2020.09.09.196220		2020-09-10
Multiomics dissection of molecular regulatory mechanisms underlying autoimmune-associated noncoding SNPs.	32879140	10.1172/jci.insight.136477		2020-09-03
Proteomic Profiling of Extracellular Vesicles Derived from Cerebrospinal Fluid of Alzheimer's Disease Patients: A Pilot Study.	32854315	10.3390/cells9091959		2020-08-25
An Integrated Pharmacokinetic Study of an Acanthopanax senticosus Extract Preparation by Combination of Virtual Screening, Systems Pharmacology, and Multi-Component Pharmacokinetics in Rats.	32922299	10.3389/fphar.2020.01295		2020-08-14
Identifying Cancer-Related lncRNAs Based on a Convolutional Neural Network.	32850792	10.3389/fcell.2020.00637		2020-08-11
Construction and Comprehensive Analysis of a ceRNA Network to Reveal Potential Novel Biomarkers for Triple-Negative Breast Cancer.	32821169	10.2147/CMAR.S260150		2020-08-07
A consideration of publication-derived immune-related associations in Coronavirus and related lung damaging diseases.	32746922	10.1186/s12967-020-02472-z		2020-08-03
Medical Information Extraction in the Age of Deep Learning.	32823318	10.1055/s-0040-1702001		2020-08-01
Downregulation of miR-125b-5p and Its Prospective Molecular Mechanism in Lung Squamous Cell Carcinoma.	32614608	10.1089/cbr.2020.3657		2020-07-02
Intravenous leiomyomatosis is inclined to a solid entity different from uterine leiomyoma based on RNA-seq analysis with RT-qPCR validation.	32372565	10.1002/cam4.3098		2020-07-01
WNT and inflammatory signaling distinguish human Fallopian tube epithelial cell populations.	32555344	10.1038/s41598-020-66556-y		2020-06-17
Phen2Gene: rapid phenotype-driven gene prioritization for rare diseases.	32500119	10.1093/nargab/lqaa032		2020-06-01
Unraveling the genetic causes in large pedigrees with gout by whole‑exome sequencing.	32124961	10.3892/ijmm.2020.4501		2020-04-01
Global expression and CpG methylation analysis of primary endothelial cells before and after TNFa stimulation reveals gene modules enriched in inflammatory and infectious diseases and associated DMRs.	32231389	10.1371/journal.pone.0230884		2020-03-31
Bootstrapping Adversarial Learning of Biomedical Ontology Alignments.	32308857			2020-03-04
DISNET: a framework for extracting phenotypic disease information from public sources.	32110491	10.7717/peerj.8580	2-s2.0-85079626882	2020-02-17
Constructing a knowledge-based heterogeneous information graph for medical health status classification.	32117570	10.1007/s13755-020-0100-6		2020-02-14
Graph convolution for predicting associations between miRNA and drug resistance.	31397851	10.1093/bioinformatics/btz621		2020-02-01
How many rare diseases are there?	32020066	10.1038/d41573-019-00180-y		2020-02-01
The Monarch Initiative in 2019: an integrative data and analytic platform connecting phenotypes to genotypes across species.	31701156	10.1093/nar/gkz997		2020-01-08
Curation of cancer hallmark-based genes and pathways for in silico characterization of chemical carcinogenesis.	32539087	10.1093/database/baaa045		2020-01-01
Human gene and disease associations for clinical-genomics and precision medicine research.	32508008	10.1002/ctm2.28		2020-01-01
LeukmiR: a database for miRNAs and their targets in acute lymphoblastic leukemia.	32128558	10.1093/database/baz151		2020-01-01
Understanding the etiopathogenesis and diagnosis of malignancy in the framework of Ayurveda: A review based on experience of working in an institute of oncology.	34566386	10.4103/ayu.AYU_45_18		2020-01-01
OHMI: the ontology of host-microbiome interactions.	31888755	10.1186/s13326-019-0217-1		2019-12-30
Probing the Antitumor Mechanism of Solanum nigrum L. Aqueous Extract against Human Breast Cancer MCF7 Cells.	31835887	10.3390/bioengineering6040112		2019-12-11
Annot: a Django-based sample, reagent, and experiment metadata tracking system.	31675914	10.1186/s12859-019-3147-0		2019-11-01
Debutant iOS app and gene-disease complexities in clinical genomics and precision medicine.	31586224	10.1186/s40169-019-0243-8		2019-10-04
Association between promoter DNA methylation and gene expression in the pathogenesis of ischemic stroke.	31527307	10.18632/aging.102278		2019-09-17
A Survey of Gene Prioritization Tools for Mendelian and Complex Human Diseases.	31494632	10.1515/jib-2018-0069		2019-09-09
Clinical Significance of microRNA-196b-5p in Hepatocellular Carcinoma and its Potential Molecular Mechanism.	31632480	10.7150/jca.29293		2019-08-29
IDOMEN: An Extension of Infectious Disease Ontology for MENingitis.	31437936	10.3233/SHTI190234		2019-08-21
The Impact of Whole-Exome Sequencing on Kidney Disease Ontology: The Tip of the Iceberg?	31027884	10.1053/j.ajkd.2019.03.413		2019-08-01
Integrated DNA methylation and gene expression analysis in the pathogenesis of coronary artery disease.	30844764	10.18632/aging.101847		2019-03-07
PM2.5-induced alteration of DNA methylation and RNA-transcription are associated with inflammatory response and lung injury.	30308865	10.1016/j.scitotenv.2018.09.085		2019-02-10
An ontological foundation for ocular phenotypes and rare eye diseases.	30626441	10.1186/s13023-018-0980-6		2019-01-09
The Immune Epitope Database (IEDB): 2018 update.	30357391	10.1093/nar/gky1006		2019-01-08
Representing glycophenotypes: semantic unification of glycobiology resources for disease discovery.	31735951	10.1093/database/baz114		2019-01-01
Semantic Processing.	31183820	10.1007/978-3-030-13845-5_5		2019-01-01
GenCoNet - A Graph Database for the Analysis of Comorbidities by Gene Networks.	30864352	10.1515/jib-2018-0049		2018-12-25
Chronic lifestyle diseases display seasonal sensitive comorbid trend in human population evidence from Google Trends.	30540756	10.1371/journal.pone.0207359		2018-12-12
How Sustainable are Biomedical Ontologies?	30815087			2018-12-05
Incorporating Knowledge-Driven Insights into a Collaborative Filtering Model to Facilitate the Differential Diagnosis of Rare Diseases.	30815196			2018-12-05
