id	label	subClassOf
"DOID:2732"	"Rothmund-Thomson syndrome"	"skin disease"
"DOID:1933"	"Rubinstein-Taybi syndrome"	"syndrome"
"DOID:0111264"	"Ruijs-Aalfs syndrome"	"syndrome"
"DOID:0111158"	"SADDAN"	"syndrome"
"DOID:13677"	"SAPHO syndrome"	"syndrome"
"DOID:0060428"	"SATB2-associated syndrome"	"syndrome"
"DOID:0111454"	"SHORT syndrome"	"syndrome"
"DOID:0112120"	"SHOX-related short stature"	"bone development disease"
"DOID:4797"	"SM-AHNMD"	"systemic mastocytosis"
"DOID:0070475"	"SMARCB1-deficient renal medullary carcinoma"	"renal cell carcinoma"
"DOID:0080036"	"SOST-related sclerosing bone dysplasia"	"hyperostosis"
"DOID:0060491"	"SPOAN syndrome"	"neurodegenerative disease"
"DOID:0081068"	"ST2 diffuse large B-cell lymphoma"	"diffuse large B-cell lymphoma"
"DOID:0111457"	"STING-associated vasculopathy with onset in infancy"	"autoimmune disease of cardiovascular system"
"DOID:0111874"	"Sabinas brittle hair syndrome"	"nonphotosensitive trichothiodystrophy"
"DOID:14768"	"Saethre-Chotzen syndrome"	"acrocephalosyndactylia"
"DOID:0060359"	"Sakati-Nyhan syndrome"	"acrocephalosyndactylia"
"DOID:0081272"	"Sandestig-Stefanova syndrome"	"syndrome"
"DOID:3323"	"Sandhoff disease"	"GM2 gangliosidosis"
"DOID:0111673"	"Saul-Wilson syndrome"	"bone development disease"
"DOID:0111715"	"Schaaf-Yang syndrome"	"syndrome"
"DOID:0060222"	"Scheie syndrome"	"mucopolysaccharidosis I"
"DOID:13300"	"Scheuermann's disease"	"osteochondrosis"
"DOID:0060490"	"Schimke immuno-osseous dysplasia"	"spondyloepimetaphyseal dysplasia"
"DOID:0112317"	"Schindler disease"	"lysosomal storage disease"
"DOID:0112318"	"Schindler disease type 1"	"Schindler disease"
"DOID:0112320"	"Schindler disease type 3"	"Schindler disease"
"DOID:0070509"	"Schinzel Giedion syndrome"	"ectodermal dysplasia"
"DOID:0112181"	"Schinzel type phocomelia"	"syndrome"
"DOID:0080021"	"Schmid metaphyseal chondrodysplasia"	"metaphyseal dysplasia"
"DOID:4003"	"Schneiderian carcinoma"	"maxillary sinus cancer"
"DOID:4371"	"Schnitzler syndrome"	"hypersensitivity reaction type IV disease"
"DOID:0060456"	"Schnyder corneal dystrophy"	"stromal dystrophy"
"DOID:0111647"	"Schopf-Schulz-Passarge syndrome"	"ectodermal dysplasia"
"DOID:0070047"	"Schuurs-Hoeijmakers Syndrome"	"autosomal dominant intellectual developmental disorder"
"DOID:7951"	"Schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma"	"nodular ganglioneuroblastoma"
"DOID:0090005"	"Schwartz-Jampel syndrome 1"	"syndrome"
"DOID:0111052"	"Scott syndrome"	"blood coagulation disease"
"DOID:0050569"	"Seckel syndrome"	"syndrome"
"DOID:0070007"	"Seckel syndrome 1"	"Seckel syndrome"
"DOID:0070008"	"Seckel syndrome 10"	"Seckel syndrome"
"DOID:0070013"	"Seckel syndrome 2"	"Seckel syndrome"
"DOID:0070010"	"Seckel syndrome 4"	"Seckel syndrome"
"DOID:0070012"	"Seckel syndrome 5"	"Seckel syndrome"
"DOID:0070006"	"Seckel syndrome 6"	"Seckel syndrome"
"DOID:0070011"	"Seckel syndrome 7"	"Seckel syndrome"
"DOID:0070009"	"Seckel syndrome 8"	"Seckel syndrome"
"DOID:0070005"	"Seckel syndrome 9"	"Seckel syndrome"
"DOID:0080132"	"Sengers syndrome"	"mitochondrial DNA depletion syndrome"
"DOID:9776"	"Senile atrophy of choroid"	"choroidal sclerosis"
"DOID:0050576"	"Senior-Loken syndrome"	"syndrome"
"DOID:3577"	"Sertoli cell tumor"	"sex cord-gonadal stromal tumor"
"DOID:0050457"	"Sertoli cell-only syndrome"	"male infertility"
"DOID:2997"	"Sertoli-Leydig cell tumor"	"sex cord-gonadal stromal tumor"
"DOID:8541"	"Sezary's disease"	"primary cutaneous T-cell non-Hodgkin lymphoma"
"DOID:9476"	"Sheehan syndrome"	"hypopituitarism"
"DOID:0111841"	"Shukla-Vernon syndrome"	"syndrome"
"DOID:0060479"	"Shwachman-Diamond syndrome"	"syndrome"
"DOID:3825"	"Shwartzman phenomenon"	"vasculitis"
"DOID:10921"	"Siberian tick typhus"	"spotted fever"
"DOID:0081273"	"Siddiqi syndrome"	"lipid storage disease"
"DOID:0070529"	"Sifrim-Hitz-Weiss syndrome"	"autosomal dominant intellectual developmental disorder"
"DOID:4374"	"Silo filler's disease"	"lung disease"
"DOID:14681"	"Silver-Russell syndrome"	"physical disorder"
"DOID:0090032"	"Silverman-Handmaker type dyssegmental dysplasia"	"osteochondrodysplasia"
"DOID:0060248"	"Simpson-Golabi-Behmel syndrome type 1"	"syndrome"
"DOID:0080342"	"Simpson-Golabi-Behmel syndrome type 2"	"syndrome"
"DOID:12894"	"Sjogren's syndrome"	"autoimmune disease"
"DOID:14501"	"Sjogren-Larsson syndrome"	"syndrome"
"DOID:7284"	"Skene gland carcinoma"	"paraurethral gland cancer"
"DOID:0080532"	"Smarca4-deficient sarcoma of thorax"	"thoracic cancer"
"DOID:14692"	"Smith-Lemli-Opitz syndrome"	"lipid metabolism disorder"
"DOID:0060768"	"Smith-Magenis syndrome"	"chromosomal deletion syndrome"
"DOID:0060247"	"Smith-McCort dysplasia"	"Dyggve-Melchior-Clausen disease"
"DOID:0081270"	"Smith-McCort dysplasia 1"	"Smith-McCort dysplasia"
"DOID:0081271"	"Smith-McCort dysplasia 2"	"Smith-McCort dysplasia"
"DOID:13096"	"Sneddon syndrome"	"artery disease"
"DOID:0090114"	"Sorsby's fundus dystrophy"	"hereditary retinal dystrophy"
"DOID:14748"	"Sotos syndrome"	"syndrome"
"DOID:0112103"	"Sotos syndrome 1"	"Sotos syndrome"
"DOID:0112102"	"Sotos syndrome 2"	"Sotos syndrome"
"DOID:0112104"	"Sotos syndrome 3"	"Sotos syndrome"
"DOID:10845"	"St. Louis encephalitis"	"viral infectious disease"
"DOID:0050817"	"Stargardt disease"	"age related macular degeneration"
"DOID:0050426"	"Stevens-Johnson syndrome"	"skin disease"
"DOID:0080046"	"Stickler syndrome"	"syndrome"
"DOID:0080676"	"Stickler syndrome 1"	"Stickler syndrome"
"DOID:0080675"	"Stickler syndrome 2"	"Stickler syndrome"
"DOID:13366"	"Stiff-Person syndrome"	"movement disease"
"DOID:0112126"	"Stocco Dos Santos type X-linked intellectual disability"	"syndromic X-linked intellectual disability"
"DOID:0081443"	"Stolerman neurodevelopmental syndrome"	"syndrome"
"DOID:0060354"	"Stormorken syndrome"	"blood platelet disease"
"DOID:0040084"	"Streptococcus pneumonia"	"bacterial pneumonia"
"DOID:0110595"	"Stromme syndrome"	"primary ciliary dyskinesia"
"DOID:0111563"	"Sturge-Weber syndrome"	"vascular disease"
"DOID:0110979"	"Sugarman brachydactyly"	"brachydactyly"
"DOID:0111228"	"Sveinsson chorioretinal atrophy"	"eye disease"
"DOID:0080538"	"Sweeney-Cox syndrome"	"syndrome"
"DOID:0080746"	"Sweet syndrome"	"skin disease"
"DOID:0080710"	"T cell and NK cell immunodeficiency"	"primary immunodeficiency disease"
"DOID:11200"	"T cell deficiency"	"primary immunodeficiency disease"
"DOID:0111965"	"T cell, B cell, and NK cell deficiency"	"combined immunodeficiency"
"DOID:5603"	"T-cell acute lymphoblastic leukemia"	"acute lymphoblastic leukemia"
"DOID:5602"	"T-cell adult acute lymphocytic leukemia"	"adult acute lymphocytic leukemia"
"DOID:0080148"	"T-cell childhood lymphoblastic lymphoma"	"lymphoblastic lymphoma"
"DOID:0060769"	"T-cell immunodeficiency, congenital alopecia, and nail dystrophy"	"severe combined immunodeficiency"
"DOID:0050751"	"T-cell large granular lymphocyte leukemia"	"T-cell acute lymphoblastic leukemia"
"DOID:0081312"	"T-cell non-Hodgkin lymphoma"	"non-Hodgkin lymphoma"
"DOID:0081042"	"T-cell prolymphocytic leukemia"	"prolymphocytic leukemia"
"DOID:0080817"	"T2-high asthma"	"chronic asthma"
"DOID:0080818"	"T2-low asthma"	"chronic asthma"
"DOID:0081386"	"TANGO2-related metabolic encephalopathy and arrythmias"	"syndrome"
"DOID:0111780"	"TARP syndrome"	"syndrome"
"DOID:0081415"	"TFE3-rearranged renal cell carcinoma"	"renal cell carcinoma with MiT translocations"
"DOID:0081414"	"TFEB-rearranged renal cell carcinoma"	"renal cell carcinoma with MiT translocations"
"DOID:0090018"	"TNF receptor–associated periodic syndrome"	"autoinflammatory disease"
"DOID:0080835"	"TORCH syndrome"	"syndrome"
"DOID:6275"	"TSH producing pituitary tumor"	"functioning pituitary adenoma"
"DOID:2508"	"Takayasu's arteritis"	"vasculitis"
"DOID:1388"	"Tangier disease"	"hypolipoproteinemia"
"DOID:0112339"	"Tatton-Brown-Rahman syndrome"	"syndromic intellectual disability"
"DOID:3320"	"Tay-Sachs disease"	"GM2 gangliosidosis"
"DOID:9346"	"Taylor's syndrome"	"uterine disease"
"DOID:0081073"	"Teebi hypertelorism syndrome"	"syndrome"
"DOID:0080698"	"Teebi hypertelorism syndrome 1"	"Teebi hypertelorism syndrome"
"DOID:0081074"	"Teebi hypertelorism syndrome 2"	"Teebi hypertelorism syndrome"
"DOID:0111713"	"Temple syndrome"	"syndrome"
"DOID:0111621"	"Temtamy syndrome"	"syndrome"
"DOID:0060455"	"Thiel-Behnke corneal dystrophy"	"epithelial-stromal TGFBI dystrophy"
"DOID:0081336"	"Thomsen disease"	"myotonia congenita"
"DOID:0090002"	"Tietz syndrome"	"syndrome"
"DOID:14021"	"Tietze's syndrome"	"cartilage disease"
"DOID:0060498"	"Timothy grass allergy"	"pollen allergy"
"DOID:0060173"	"Timothy syndrome"	"syndrome"
"DOID:0080520"	"Tn polyagglutination syndrome"	"hematopoietic system disease"
"DOID:0112042"	"Tonne-Kalscheuer syndrome"	"syndromic X-linked intellectual disability"
"DOID:0111508"	"Torrance type platyspondylic dysplasia"	"osteochondrodysplasia"
"DOID:0050887"	"Townes-Brocks syndrome"	"syndrome"
"DOID:2908"	"Treacher Collins syndrome"	"syndrome"
"DOID:0080789"	"Treacher Collins syndrome 1"	"Treacher Collins syndrome"
"DOID:0080790"	"Treacher Collins syndrome 2"	"Treacher Collins syndrome"
"DOID:0080791"	"Treacher Collins syndrome 3"	"Treacher Collins syndrome"
"DOID:0080792"	"Treacher Collins syndrome 4"	"Treacher Collins syndrome"
"DOID:0050270"	"Trichomonas tenax trichomoniasis"	"trichomoniasis"
"DOID:0050269"	"Trichomonas vaginalis trichomoniasis"	"trichomoniasis"
"DOID:0050886"	"Troyer syndrome"	"hereditary spastic paraplegia"
"DOID:0081021"	"Tukel syndrome"	"congenital fibrosis of the extraocular muscles"
"DOID:3491"	"Turner syndrome"	"gonadal dysgenesis"
"DOID:0060240"	"UV-sensitive syndrome"	"skin disease"
"DOID:0050558"	"Ullrich congenital muscular dystrophy"	"congenital muscular dystrophy"
"DOID:0060946"	"Ullrich congenital muscular dystrophy 1A"	"Ullrich congenital muscular dystrophy"
"DOID:0060942"	"Ullrich congenital muscular dystrophy 1B"	"Ullrich congenital muscular dystrophy"
"DOID:0060943"	"Ullrich congenital muscular dystrophy 1C"	"Ullrich congenital muscular dystrophy"
"DOID:0060948"	"Ullrich congenital muscular dystrophy 2"	"Ullrich congenital muscular dystrophy"
"DOID:3535"	"Unverricht-Lundborg syndrome"	"progressive myoclonus epilepsy"
"DOID:0112148"	"Uruguay faciocardiomusculoskeletal syndrome"	"syndrome"
"DOID:0050439"	"Usher syndrome"	"syndrome"
"DOID:0110826"	"Usher syndrome type 1"	"Usher syndrome"
"DOID:0110830"	"Usher syndrome type 1C"	"Usher syndrome type 1"
"DOID:0110831"	"Usher syndrome type 1D"	"Usher syndrome type 1"
"DOID:0110833"	"Usher syndrome type 1E"	"Usher syndrome type 1"
"DOID:0110832"	"Usher syndrome type 1F"	"Usher syndrome type 1"
"DOID:0110834"	"Usher syndrome type 1G"	"Usher syndrome type 1"
"DOID:0110835"	"Usher syndrome type 1H"	"Usher syndrome type 1"
"DOID:0110836"	"Usher syndrome type 1J"	"Usher syndrome type 1"
"DOID:0110837"	"Usher syndrome type 1K"	"Usher syndrome type 1"
"DOID:0110827"	"Usher syndrome type 2"	"Usher syndrome"
"DOID:0110838"	"Usher syndrome type 2A"	"Usher syndrome type 2"
"DOID:0110839"	"Usher syndrome type 2C"	"Usher syndrome type 2"
"DOID:0110840"	"Usher syndrome type 2D"	"Usher syndrome type 2"
"DOID:0110828"	"Usher syndrome type 3"	"Usher syndrome"
"DOID:0110841"	"Usher syndrome type 3A"	"Usher syndrome type 3"
"DOID:0110842"	"Usher syndrome type 3B"	"Usher syndrome type 3"
"DOID:14679"	"VACTERL association"	"syndrome"
"DOID:0080828"	"VEXAS syndrome"	"syndrome"
"DOID:5574"	"VIPoma"	"neuroendocrine tumor"
"DOID:12491"	"Vagus nerve disease"	"glossopharyngeal nerve disease"
"DOID:0111840"	"Van Esch-O'Driscoll syndrome"	"syndromic X-linked intellectual disability"
"DOID:0060238"	"Van Maldergem syndrome"	"syndrome"
"DOID:0080585"	"Van Maldergem syndrome 1"	"Van Maldergem syndrome"
"DOID:0080586"	"Van Maldergem syndrome 2"	"Van Maldergem syndrome"
"DOID:0111699"	"Van den Ende-Gupta syndrome"	"syndrome"
"DOID:0060239"	"Van der Woude syndrome"	"syndrome"
"DOID:9584"	"Venezuelan equine encephalitis"	"viral infectious disease"
"DOID:0050196"	"Venezuelan hemorrhagic fever"	"viral infectious disease"
"DOID:0060356"	"Vici syndrome"	"syndrome"
"DOID:0081397"	"Vissers-Bodmer syndrome"	"syndrome"
"DOID:12297"	"Vogt-Koyanagi-Harada disease"	"autoimmune disease"
"DOID:0111339"	"Vohwinkel syndrome"	"syndrome"
"DOID:5587"	"Volkmann contracture"	"connective tissue disease"
"DOID:0070054"	"Vulto-van Silfout-de Vries syndrome"	"autosomal dominant intellectual developmental disorder"
"DOID:14515"	"WAGR syndrome"	"chromosomal deletion syndrome"
"DOID:0060591"	"WHIM syndrome 1"	"primary immunodeficiency disease"
"DOID:0060973"	"WHIM syndrome 2"	"primary immunodeficiency disease"
"DOID:9258"	"Waardenburg syndrome"	"syndrome"
"DOID:0110948"	"Waardenburg syndrome type 1"	"Waardenburg syndrome"
"DOID:0110950"	"Waardenburg syndrome type 2A"	"Waardenburg syndrome"
"DOID:0110947"	"Waardenburg syndrome type 2B"	"Waardenburg syndrome"
"DOID:0110951"	"Waardenburg syndrome type 2C"	"Waardenburg syndrome"
"DOID:0110956"	"Waardenburg syndrome type 2E"	"Waardenburg syndrome"
"DOID:0110949"	"Waardenburg syndrome type 3"	"Waardenburg syndrome"
"DOID:0110953"	"Waardenburg syndrome type 4A"	"Waardenburg syndrome"
"DOID:0110954"	"Waardenburg syndrome type 4B"	"Waardenburg syndrome"
"DOID:0110955"	"Waardenburg syndrome type 4C"	"Waardenburg syndrome"
"DOID:0111781"	"Waisman syndrome"	"syndrome"
"DOID:8937"	"Waldeyer's ring cancer"	"oropharynx cancer"
"DOID:0050560"	"Walker-Warburg syndrome"	"congenital muscular dystrophy"
"DOID:0060237"	"Warburg micro syndrome"	"syndrome"
"DOID:0110716"	"Warburg micro syndrome 1"	"Warburg micro syndrome"
"DOID:0110717"	"Warburg micro syndrome 2"	"Warburg micro syndrome"
"DOID:0110718"	"Warburg micro syndrome 3"	"Warburg micro syndrome"
"DOID:0110719"	"Warburg micro syndrome 4"	"Warburg micro syndrome"
"DOID:0060535"	"Warsaw breakage syndrome"	"syndrome"
"DOID:9931"	"Waterhouse-Friderichsen syndrome"	"adrenal gland disease"
"DOID:0070483"	"Watson syndrome"	"RASopathy"
"DOID:14731"	"Weaver syndrome"	"syndrome"
"DOID:0050475"	"Weill-Marchesani syndrome"	"syndrome"
"DOID:4258"	"Weissenbacher-Zweymuller syndrome"	"osteochondrodysplasia"
"DOID:13137"	"Werdnig-Hoffmann disease"	"childhood spinal muscular atrophy"
"DOID:5688"	"Werner syndrome"	"progeroid syndrome"
"DOID:2384"	"Wernicke encephalopathy"	"brain disease"
"DOID:10915"	"Wernicke-Korsakoff syndrome"	"thiamine deficiency disease"
"DOID:2365"	"West Nile encephalitis"	"viral infectious disease"
"DOID:2366"	"West Nile fever"	"viral infectious disease"
"DOID:0050562"	"West syndrome"	"infancy electroclinical syndrome"
"DOID:10843"	"Western equine encephalitis"	"viral infectious disease"
"DOID:0111571"	"Weyers acrofacial dysostosis"	"acrofacial dysostosis"
"DOID:8476"	"Whipple disease"	"intestinal disease"
"DOID:0070067"	"White-Sutton syndrome"	"autosomal dominant intellectual developmental disorder"
"DOID:0050199"	"Whitewater Arroyo hemorrhagic fever"	"viral infectious disease"
"DOID:0060815"	"Wieacker-Wolff syndrome"	"syndromic X-linked intellectual disability"
"DOID:0081333"	"Wiedemann-Rautenstrauch syndrome"	"progeroid syndrome"
"DOID:1928"	"Williams-Beuren syndrome"	"syndrome"
"DOID:893"	"Wilson disease"	"metal metabolism disorder"
"DOID:0060814"	"Wilson-Turner syndrome"	"syndromic X-linked intellectual disability"
"DOID:0080696"	"Winchester syndrome"	"syndrome"
"DOID:9169"	"Wiskott-Aldrich syndrome"	"syndrome"
"DOID:3047"	"Wissler-Fanconi syndrome"	"syndrome"
"DOID:0090060"	"Wolcott-Rallison syndrome"	"syndrome"
"DOID:0050460"	"Wolf-Hirschhorn syndrome"	"chromosomal deletion syndrome"
"DOID:384"	"Wolff-Parkinson-White syndrome"	"heart conduction disease"
"DOID:7514"	"Wolffian adnexal neoplasm"	"uterine ligament cancer"
"DOID:5368"	"Wolffian duct adenocarcinoma"	"cervical adenocarcinoma"
"DOID:2616"	"Wolffian duct adenoma"	"reproductive organ benign neoplasm"
"DOID:10632"	"Wolfram syndrome"	"syndrome"
"DOID:0110629"	"Wolfram syndrome 1"	"Wolfram syndrome"
"DOID:0110630"	"Wolfram syndrome 2"	"Wolfram syndrome"
"DOID:0080583"	"Wolfram syndrome, mitochondrial form"	"Wolfram syndrome"
"DOID:14497"	"Wolman disease"	"lysosomal acid lipase deficiency"
"DOID:0112264"	"Woodhouse-Sakati syndrome"	"syndrome"
"DOID:0080037"	"Worth syndrome"	"hyperostosis"
"DOID:0112063"	"X-Linked immunodeficiency 74"	"T cell deficiency"
"DOID:6683"	"X-linked Aarskog syndrome"	"Aarskog syndrome"
"DOID:0110034"	"X-linked Alport syndrome"	"Alport syndrome"
"DOID:0070246"	"X-linked Emery-Dreifuss muscular dystrophy 1"	"Emery-Dreifuss muscular dystrophy"
"DOID:0070251"	"X-linked Emery-Dreifuss muscular dystrophy 6"	"Emery-Dreifuss muscular dystrophy"
"DOID:0111766"	"X-linked VACTERL association"	"VACTERL association"
"DOID:0080156"	"X-linked adrenal hypoplasia congenita"	"adrenal cortical hypofunction"
"DOID:14179"	"X-linked agammaglobulinemia"	"agammaglobulinemia"
"DOID:0110059"	"X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2"	"amelogenesis imperfecta"
"DOID:0112157"	"X-linked atrophic macular degeneration"	"macular degeneration"
"DOID:0111765"	"X-linked cardiac valvular dysplasia"	"heart valve disease"
"DOID:0081059"	"X-linked central diabetes insipidus"	"central diabetes insipidus"
"DOID:0111828"	"X-linked cerebellar ataxia"	"X-linked hereditary ataxia"
"DOID:0060292"	"X-linked chondrodysplasia punctata 1"	"chondrodysplasia punctata"
"DOID:0080352"	"X-linked chondrodysplasia punctata 2"	"chondrodysplasia punctata"
"DOID:0070195"	"X-linked chronic granulomatous disease"	"chronic granulomatous disease"
"DOID:0080681"	"X-linked chronic idiopathic intestinal pseudo-obstruction"	"intestinal pseudo-obstruction"
"DOID:0060613"	"X-linked cleft palate with or without ankyloglossia"	"cleft palate"
"DOID:0111008"	"X-linked cone-rod dystrophy 1"	"cone-rod dystrophy"
"DOID:0111006"	"X-linked cone-rod dystrophy 2"	"cone-rod dystrophy"
"DOID:0111007"	"X-linked cone-rod dystrophy 3"	"cone-rod dystrophy"
"DOID:0111863"	"X-linked congenital bilateral absence of vas deferens"	"congenital bilateral absence of vas deferens"
"DOID:0111846"	"X-linked congenital hemolytic anemia"	"congenital hemolytic anemia"
"DOID:0111226"	"X-linked congenital myopathy with fiber-type disproportion"	"congenital myopathy 4A"
"DOID:0111739"	"X-linked deafness 1"	"X-linked nonsyndromic deafness"
"DOID:0111737"	"X-linked deafness 2"	"X-linked nonsyndromic deafness"
"DOID:0111736"	"X-linked deafness 3"	"X-linked nonsyndromic deafness"
"DOID:0111735"	"X-linked deafness 4"	"X-linked nonsyndromic deafness"
"DOID:0111741"	"X-linked deafness 5"	"neuropathy"
"DOID:0111740"	"X-linked deafness 6"	"X-linked nonsyndromic deafness"
"DOID:0111738"	"X-linked deafness 7"	"X-linked nonsyndromic deafness"
"DOID:0110461"	"X-linked dilated cardiomyopathy"	"dilated cardiomyopathy"
"DOID:0111196"	"X-linked distal spinal muscular atrophy 3"	"spinal muscular atrophy"
"DOID:0080009"	"X-linked dominant disease"	"X-linked monogenic disease"
"DOID:0112156"	"X-linked dyserythropoietic anemia"	"anemia"
"DOID:0070025"	"X-linked dyskeratosis congenita"	"dyskeratosis congenita"
"DOID:0090057"	"X-linked dystonia-parkinsonism"	"focal dystonia"
"DOID:0060446"	"X-linked endothelial corneal dystrophy"	"corneal endothelial dystrophy"
"DOID:0112122"	"X-linked epilepsy with variable learning disabilities and behavior disorders"	"epilepsy"
"DOID:0111413"	"X-linked exudative vitreoretinopathy 2"	"exudative vitreoretinopathy"
"DOID:0050953"	"X-linked hereditary ataxia"	"hereditary ataxia"
"DOID:6620"	"X-linked hyper IgM syndrome"	"hyper IgM syndrome"
"DOID:0111388"	"X-linked hypoparathyroidism"	"hypoparathyroidism"
"DOID:0050445"	"X-linked hypophosphatemic rickets"	"rickets"
"DOID:1700"	"X-linked ichthyosis"	"ichthyosis"
"DOID:0080319"	"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia"	"combined T cell and B cell immunodeficiency"
"DOID:0111844"	"X-linked intellectual developmental disorder 108"	"syndromic X-linked intellectual disability"
"DOID:0080984"	"X-linked intellectual developmental disorder 109"	"syndromic X-linked intellectual disability"
"DOID:0060828"	"X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome"	"syndromic X-linked intellectual disability"
"DOID:0060827"	"X-linked intellectual disability-psychosis-macroorchidism syndrome"	"syndromic X-linked intellectual disability"
