ID	LABEL	SubClass Of [ANON]
DOID:0080162	lupus nephritis	'has symptom' some inflammation
DOID:0080163	otulipenia	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080172	poor metabolism of thiopurines	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080174	bladder exstrophy	'disease has location' some 'urinary bladder'
DOID:0080178	mucositis	'has symptom' some inflammation
DOID:0080180	Zika virus congenital syndrome	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:0080181	PHARC syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080189	malignant hemangioma	'disease has location' some 'vascular system'
DOID:0080193	superior semicircular canal dehiscence	'has symptom' some 'bone conduction hyperacusis'
DOID:0080194	Carey-Fineman-Ziter syndrome	'has symptom' some ptosis
DOID:0080195	Marinesco-Sjogren syndrome	'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0080196	mandibulofacial dysostosis, Guion-Almeida type	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080197	congenital muscular dystrophy with cataracts and intellectual disability	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0080198	infantile histiocytoid cardiomyopathy	'disease has basis in' some gene
DOID:0080199	colorectal carcinoma	cancer and ('derives from' some 'epithelial cell')
DOID:0080202	adenoid cystic carcinoma	'derives from' some 'epithelial cell'|'disease has location' some 'pharyngeal tonsil'
DOID:0080209	sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080213	punctate palmoplantar keratoderma type II	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080215	developmental and epileptic encephalopathy 8	'has material basis in' some 'X-linked recessive inheritance'
DOID:0080217	lysosomal acid lipase deficiency	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080219	dystransthyretinemic hyperthyroxinemia	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080226	autosomal dominant intellectual developmental disorder 56	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080227	autosomal dominant intellectual developmental disorder 55	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080241	syndromic X-linked mental retardation 35	'has material basis in' some 'X-linked recessive inheritance'
DOID:0080243	amelogenesis imperfecta type 3B	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080244	Galloway-Mowat syndrome 2	'has material basis in' some 'X-linked recessive inheritance'
DOID:0080245	Galloway-Mowat syndrome 3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080246	Galloway-Mowat syndrome 4	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080248	erythrokeratodermia variabilis et progressiva 2	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080249	erythrokeratodermia variabilis et progressiva 3	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080250	erythrokeratodermia variabilis et progressiva 4	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080251	erythrokeratodermia variabilis et progressiva 5	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080252	spastic ataxia 8	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080253	Meckel syndrome 13	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080254	orofaciodigital syndrome XVI	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080255	Meier-Gorlin syndrome 8	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080256	Perrault syndrome 6	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080257	autosomal recessive congenital ichthyosis 13	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:0080258	autosomal recessive congenital ichthyosis 14	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:0080264	exudative vitreoretinopathy 7	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080265	nephrotic syndrome type 14	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080271	nephrotic syndrome type 15	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080272	nephrotic syndrome type 16	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080274	multiple mitochondrial dysfunctions syndrome 5	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080280	gingival fibromatosis 5	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080282	developmental and epileptic encephalopathy 56	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080283	developmental and epileptic encephalopathy 55	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080284	developmental and epileptic encephalopathy 57	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080285	developmental and epileptic encephalopathy 58	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080289	orofaciodigital syndrome XVII	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080290	familial erythrocytosis 5	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080291	developmental and epileptic encephalopathy 59	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080292	retinitis pigmentosa 81	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080293	short-rib thoracic dysplasia 18 with polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080294	Charcot-Marie-Tooth disease dominant intermediate G	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080295	short-rib thoracic dysplasia 19 with or without polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080296	hypomyelinating leukodystrophy 14	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080297	Coffin-Siris syndrome 6	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080303	mucinous lung adenocarcinoma	'derives from' some ('epithelial cell' and (has_origin some 'mucous gland'))
DOID:0080304	lung mucinous cystadenocarcinoma	'derives from' some 'glandular secretory epithelial cell'
DOID:0080307	myofibrillar myopathy	'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0080308	myofibrillar myopathy 8	'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0080309	fatal infantile hypertonic myofibrillar myopathy	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080312	neurodevelopmental disorder with midbrain and hindbrain malformations	'has material basis in' some 'autosomal recessive inheritance'|'has phenotype' some 'Neurodevelopmental delay'
DOID:0080316	megalencephalic leukoencephalopathy with subcortical cysts 1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080317	megalencephalic leukoencephalopathy with subcortical cysts 2B	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080318	megalencephalic leukoencephalopathy with subcortical cysts 2A	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080319	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia	'has material basis in' some 'X-linked recessive inheritance'
DOID:0080323	pancreatic squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some pancreas
DOID:0080327	multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia and hydranencephaly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080328	Culler-Jones syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080333	aortic valve disease 1	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080334	aortic valve disease 2	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080335	mitochondrial DNA depletion syndrome 12b	'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0080336	mitochondrial DNA depletion syndrome 14	'has phenotype' some 'Neurodevelopmental delay'
DOID:0080337	mitochondrial DNA depletion syndrome 15	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080338	familial erythrocytosis 3	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080342	Simpson-Golabi-Behmel syndrome type 2	'has material basis in' some 'X-linked recessive inheritance'
DOID:0080343	autosomal recessive pyridoxine-refractory sideroblastic anemia 3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080344	blepharocheilodontic syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080348	Alzheimer's disease 1	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080349	developmental and epileptic encephalopathy 39	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080350	retinitis pigmentosa 77	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080352	X-linked chondrodysplasia punctata 2	'has material basis in' some 'X-linked dominant inheritance'
DOID:0080353	X-linked recessive hypophosphatemic rickets	'has material basis in' some 'X-linked recessive inheritance'
DOID:0080356	IgG4-related disease	'has symptom' some phlebitis
DOID:0080357	mitochondrial complex IV deficiency nuclear type 2	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080358	mitochondrial complex IV deficiency nuclear type 6	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080359	mitochondrial complex IV deficiency nuclear type 9	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080360	mitochondrial complex IV deficiency nuclear type 13	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080361	trimethylaminuria	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080362	X-linked spondyloepiphyseal dysplasia tarda	'disease has location' some 'vertebral column'|'disease has location' some limb|'has material basis in' some 'X-linked recessive inheritance'
DOID:0080363	mitochondrial pyruvate carrier deficiency	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080375	gastroesophageal adenocarcinoma	'derives from' some ('epithelial cell' and (has_origin some gland))
DOID:0080376	trichorhinophalangeal syndrome type III	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080379	nephrotic syndrome type 2	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080380	nephrotic syndrome type 5	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080381	nephrotic syndrome type 13	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080382	nephrotic syndrome type 3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080383	nephrotic syndrome type 4	'has material basis in' some 'autosomal dominant inheritance'
DOID:0080384	nephrotic syndrome type 6	'has material basis in' some 'autosomal recessive inheritance'
DOID:0080385	nephrotic syndrome type 11	'has material basis in' some 'autosomal recessive inheritance'
