extClass,label
OMIM:614187,"Hypertelorism, Preauricular Sinus, Punctal Pits, And Deafness"
OMIM:139650,Hairy Palms And Soles
OMIM:604777,"Ichthyosis, Congenital, Autosomal Recessive 5"
OMIM:180800,Roussy-Levy Hereditary Areflexic Dystasia
OMIM:610842,Pseudoxanthoma Elasticum-Like Disorder With Multiple Coagulation Factor Deficiency
OMIM:608471,"Corneal Dystrophy, Lattice Type Iiia"
OMIM:235750,"Hirschsprung Disease With Ulnar Polydactyly, Polysyndactyly Of Big Toes, And Ventricular Septal Defect"
OMIM:113301,"Brachydactyly, Type E, With Atrial Septal Defect, Type Ii"
OMIM:300539,Nephrogenic Syndrome Of Inappropriate Antidiuresis
OMIM:606843,"Immunodeficiency With Hyper-Igm, Type 3"
OMIM:604326,Spinocerebellar Ataxia 12
OMIM:261800,Pierre Robin Syndrome
OMIM:601357,"Brachial Amelia, Cleft Lip, And Holoprosencephaly"
OMIM:602473,"Encephalopathy, Ethylmalonic"
OMIM:255160,"Myopathy, Hyaline Body, Autosomal Recessive"
OMIM:613148,"Inflammatory Bowel Disease 28, Autosomal Recessive"
OMIM:600598,"Setting-Sun Phenomenon, Familial Benign"
OMIM:615578,Combined Oxidative Phosphorylation Deficiency 18
OMIM:216300,"Cleft Palate, Deafness, And Oligodontia"
OMIM:139500,Hairy Ears
OMIM:615415,Renal-Hepatic-Pancreatic Dysplasia 2
OMIM:155800,"Melanosis, Universal"
OMIM:614389,"Pregnancy Loss, Recurrent, Susceptibility To, 1"
OMIM:115900,"Cataract, Floriform"
OMIM:154750,Marfanoid Hypermobility Syndrome
OMIM:130080,"Ehlers-Danlos Syndrome, Type Viii"
OMIM:200610,"Achondrogenesis, Type Ii"
OMIM:605041,Brooke-Spiegler Syndrome
OMIM:275230,"Tibia, Absence Of, With Congenital Deafness"
OMIM:212500,"Cataract, Congenital Or Juvenile"
OMIM:214700,"Diarrhea 1, Secretory Chloride, Congenital"
OMIM:245000,Papillon-Lefevre Syndrome
OMIM:176620,"Priapism, Familial Idiopathic"
OMIM:108330,"Cytochrome P450, Subfamily I, Polypeptide 1"
OMIM:137940,Glomerulonephritis With Sparse Hair And Telangiectases
OMIM:176790,"Procollagen-Proline, 2-Oxoglutarate-4-Dioxygenase, Beta Subunit"
OMIM:608278,"Growth Failure, Microcephaly, Mental Retardation, Cataracts, Large Joint Contractures, Osteoporosis, Cortical Dysplasia, And Cerebellar Atrophy"
OMIM:270300,Peeling Skin Syndrome
OMIM:116860,Cerebral Cavernous Malformations
OMIM:300431,Atkin-Flaitz Syndrome
OMIM:103580,"Pseudohypoparathyroidism, Type Ia"
OMIM:126320,Distichiasis With Congenital Anomalies Of The Heart And Peripheral Vasculature
OMIM:614417,"Epilepsy, Familial Temporal Lobe, 5"
OMIM:613157,"Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle), Type C, 3"
OMIM:615774,Oocyte Maturation Defect
OMIM:209500,Atrichia With Papular Lesions
OMIM:109600,Beeturia
OMIM:254210,"Myasthenic Syndrome, Congenital, Associated With Episodic Apnea"
OMIM:608443,"Mental Retardation, Autosomal Recessive 3"
OMIM:614691,Cataract 38
OMIM:215400,"Chordoma, Susceptibility To"
OMIM:615271,Hypogonadotropic Hypogonadism 21 With Or Without Anosmia
OMIM:157400,"Milia, Multiple Eruptive"
OMIM:147630,Islet Cell Adenomatosis
OMIM:606170,Genitopatellar Syndrome
OMIM:614541,Chromosome 16q22 Deletion Syndrome
OMIM:614669,Auriculocondylar Syndrome 2
OMIM:598500,"Wolfram Syndrome, Mitochondrial Form"
OMIM:615273,Congenital Disorder Of Deglycosylation
OMIM:605967,Acropectoral Syndrome
OMIM:107550,"Aortic Arch Interruption, Facial Palsy, And Retinal Coloboma"
OMIM:613533,Chromosome 17q21.31 Duplication Syndrome
OMIM:600776,Fryns Microphthalmia Syndrome
OMIM:175700,Greig Cephalopolysyndactyly Syndrome
OMIM:601358,Nicolaides-Baraitser Syndrome
OMIM:309300,Megalocornea
OMIM:105150,"Cerebral Amyloid Angiopathy, Cst3-Related"
OMIM:122560,Corticotropin-Releasing Hormone
OMIM:170995,"Atp-Binding Cassette, Subfamily D, Member 3"
OMIM:605850,Dimethylglycine Dehydrogenase Deficiency
OMIM:205400,Tangier Disease
OMIM:614188,Craniosynostosis And Dental Anomalies
OMIM:171100,"Phagocytosis, Plasma-Related Defect In"
OMIM:243400,"Acetylation, Slow"
OMIM:158100,Monophalangy Of Great Toe
OMIM:600208,Macrothrombocytopenia And Progressive Sensorineural Deafness
OMIM:102530,Spermatogenic Failure 6
OMIM:602066,"Convulsions, Familial Infantile, With Paroxysmal Choreoathetosis"
OMIM:211000,Blue Diaper Syndrome
OMIM:608747,Insulin-Like Growth Factor I Deficiency
OMIM:194400,"Xeroderma Pigmentosum, Autosomal Dominant, Mild"
OMIM:300705,"Mental Retardation, X-Linked 17"
OMIM:141749,Fetal Hemoglobin Quantitative Trait Locus 1
OMIM:607426,"Coenzyme Q10 Deficiency, Primary, 1"
OMIM:203330,"Pseudohypoparathyroidism, Type Ii"
OMIM:175505,Polyposis Of Gastric Fundus Without Polyposis Coli
OMIM:610048,"Corneal Dystrophy, Congenital Stromal"
OMIM:250230,"Metaphyseal Chondrodysplasia, Kaitila Type"
OMIM:612227,"Diabetes Mellitus, Ketosis-Prone"
OMIM:192000,Uterine Anomalies
OMIM:312420,Renin-Binding Protein
OMIM:608279,Craniosynostosis With Ocular Abnormalities And Hallucal Defects
OMIM:516030,"Complex Iv, Cytochrome C Oxidase Subunit I"
OMIM:119915,"Cluster Headache, Familial"
OMIM:164200,Oculodentodigital Dysplasia
OMIM:615629,"Deafness, Autosomal Dominant 56"
OMIM:176400,"Precocious Puberty, Central, 1"
OMIM:606688,Spongiform Encephalopathy With Neuropsychiatric Features
OMIM:129510,"Ectodermal Dysplasia, Trichoodontoonychial Type"
OMIM:303600,Coffin-Lowry Syndrome
OMIM:611771,Lipoprotein Glomerulopathy
OMIM:211170,Borrone Dermatocardioskeletal Syndrome
OMIM:309801,"Microphthalmia, Syndromic 7"
OMIM:600334,"Tibial Muscular Dystrophy, Tardive"
OMIM:307150,"Hypertrichosis, Congenital Generalized"
OMIM:260970,"Peripheral Neuropathy, Ataxia, Focal Necrotizing Encephalopathy, And Spongy Degeneration Of Brain"
OMIM:201400,"Acth Deficiency, Isolated"
OMIM:277000,Mayer-Rokitansky-Kuster-Hauser Syndrome
OMIM:236500,Hydranencephaly With Renal Aplasia-Dysplasia
OMIM:235760,Hirschsprung Disease With Hypoplastic Nails And Dysmorphic Facial Features
OMIM:260565,Peho Syndrome
OMIM:239300,Hyperphosphatasia With Mental Retardation Syndrome 1
OMIM:181800,"Scoliosis, Idiopathic, Susceptibility To, 1"
OMIM:613158,"Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle), Type C, 2"
OMIM:612353,"Porokeratosis 6, Disseminated Superficial Actinic Type"
OMIM:112430,Long-Thumb Brachydactyly Syndrome
OMIM:150600,Legg-Calve-Perthes Disease
OMIM:311010,V-Raf Murine Sarcoma 3611 Viral Oncogene Homolog 1
OMIM:236750,"Hydrops Fetalis, Nonimmune"
OMIM:272440,"Syndactyly, Type I, With Microcephaly And Mental Retardation"
OMIM:612626,Chromosome 15q26-Qter Deletion Syndrome
OMIM:312920,"Spastic Paraplegia 2, X-Linked"
OMIM:113477,Brachymorphism-Onychodysplasia-Dysphalangism Syndrome
OMIM:234350,Halothane Hepatitis
OMIM:229200,Brittle Cornea Syndrome 1
OMIM:314380,Unique Green Phenomenon
OMIM:136880,Fundus Albipunctatus
OMIM:602475,Ossification Of The Posterior Longitudinal Ligament Of Spine
OMIM:251945,Mitochondrial Myopathy With A Defect In Mitochondrial-Protein Transport
OMIM:245570,"Epilepsy, Focal, With Speech Disorder And With Or Without Mental Retardation"
OMIM:310095,"Muscular Dystrophy, Progressive Pectorodorsal"
OMIM:120790,"Complement Component 4, Partial Deficiency Of"
OMIM:270700,"Spastic Paraplegia 15, Autosomal Recessive"
OMIM:109270,"Solute Carrier Family 4 (Anion Exchanger), Member 1"
OMIM:300706,"Mental Retardation, X-Linked, Syndromic, Turner Type"
OMIM:613870,"Hirschsprung Disease, Cardiac Defects, And Autonomic Dysfunction"
OMIM:239710,Acrofrontofacionasal Dysostosis 2
OMIM:108950,Atrial Tachyarrhythmia With Short Pr Interval
OMIM:308750,Kallmann Syndrome With Spastic Paraplegia
OMIM:217150,"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
OMIM:119580,Blepharocheilodontic Syndrome
OMIM:606719,Melanoma-Pancreatic Cancer Syndrome
OMIM:272300,Sulfocysteinuria
OMIM:607015,Hurler-Scheie Syndrome
OMIM:614250,Narcolepsy 7
OMIM:615281,Hypomyelination With Brainstem And Spinal Cord Involvement And Leg Spasticity
OMIM:309480,Mental Retardation And Psoriasis
OMIM:124020,"Cytochrome P450, Subfamily Iic, Polypeptide 19"
OMIM:240900,Hypoinsulinemic Hypoglycemia With Hemihypertrophy
OMIM:312200,"Radial Loop, Plain, On Right Index Finger"
OMIM:221740,Deafness-Oligodontia Syndrome
OMIM:608622,"Hypertension, Diastolic, Resistance To"
OMIM:214150,Cerebrooculofacioskeletal Syndrome 1
OMIM:231970,"Gluteal Muscles, Absence Of"
OMIM:176947,Zeta-Chain-Associated Protein Kinase
OMIM:185050,Storage Pool Platelet Disease
OMIM:250700,Methemoglobin Reductase Deficiency
OMIM:600335,Succinic Acidemia
OMIM:614100,"Cutis Laxa, Neonatal, With Marfanoid Phenotype"
OMIM:227850,Fanconi-Like Syndrome
OMIM:609886,Glomerulocystic Kidney Disease With Hyperuricemia And Isosthenuria
OMIM:263300,Polycythemia Vera
OMIM:300004,"Corpus Callosum, Agenesis Of, With Abnormal Genitalia"
OMIM:277175,Vascular Hyalinosis
OMIM:611364,"Myoclonic Epilepsy, Juvenile, Susceptibility To, 4"
OMIM:183700,Split-Foot Deformity With Mandibulofacial Dysostosis
OMIM:608224,"Deafness, Autosomal Dominant 41"
OMIM:613933,Acetyl-Coa Carboxylase Deficiency
OMIM:244850,"Palmoplantar Keratoderma, Norrbotten Recessive Type"
OMIM:169600,Benign Chronic Pemphigus
OMIM:607458,Spinocerebellar Ataxia 18
OMIM:300622,Tn Polyagglutination Syndrome
OMIM:600045,Dna Damage-Binding Protein 1
OMIM:243800,Johanson-Blizzard Syndrome
OMIM:159050,"Muscular Dystrophy, Pseudohypertrophic, With Internalized Capillaries"
OMIM:615346,"Precocious Puberty, Central, 2"
OMIM:207731,Aplasia Cutis Congenita With Intestinal Lymphangiectasia
OMIM:176410,"Precocious Puberty, Male-Limited"
OMIM:607341,Focal Cortical Dysplasia Of Taylor
OMIM:610019,Cataract 18
OMIM:103200,Adiposis Dolorosa
OMIM:613756,Retinitis Pigmentosa 49
OMIM:211180,Bowen-Conradi Syndrome
OMIM:181300,"Scapula, Contour Of Vertebral Border Of"
OMIM:615440,Combined Oxidative Phosphorylation Deficiency 17
OMIM:603671,Acromelic Frontonasal Dysostosis
OMIM:200400,"Achalasia, Familial Esophageal"
OMIM:128230,"Dystonia, Dopa-Responsive"
OMIM:610293,Glycosylphosphatidylinositol Deficiency
OMIM:164210,Hemifacial Microsomia
OMIM:133750,"Extrasystoles, Multiform Ventricular, With Short Stature, Hyperpigmentation And Microcephaly"
OMIM:602068,"Leishmaniasis, Tegumentary, Susceptibility To"
OMIM:163200,Schimmelpenning-Feuerstein-Mims Syndrome
OMIM:248800,Marinesco-Sjogren Syndrome
OMIM:614732,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies"
OMIM:300707,"Toe Syndactyly, Telecanthus, And Anogenital And Renal Malformations"
OMIM:233600,Granulocytopenia With Immunoglobulin Abnormality
OMIM:235800,Histidinemia
OMIM:606176,"Diabetes Mellitus, Permanent Neonatal"
OMIM:237500,Dubin-Johnson Syndrome
OMIM:177350,Pseudoatrophoderma Colli
OMIM:208060,"Arteriosclerosis, Severe Juvenile"
OMIM:179780,Dipeptidase 1
OMIM:257960,Oculotrichodysplasia
OMIM:601675,"Trichothiodystrophy, Photosensitive"
OMIM:182260,Slipped Femoral Capital Epiphyses
OMIM:615418,Mitochondrial Dna Depletion Syndrome 12 (Cardiomyopathic Type)
OMIM:611521,Tyrosine Kinase 2 Deficiency
OMIM:255600,"Myosclerosis, Autosomal Recessive"
OMIM:207740,"Aplasia Of Extensor Muscles Of Fingers, Unilateral, With Generalized Polyneuropathy"
OMIM:613075,"Macrocephaly, Alopecia, Cutis Laxa, And Scoliosis"
OMIM:101805,"Acrofacial Dysostosis, Catania Type"
OMIM:259550,Osteoid Osteoma
OMIM:615282,"Cortical Dysplasia, Complex, With Other Brain Malformations 2"
OMIM:147320,"Insulin Receptors, Familial Increase In"
OMIM:209050,"Athrombia, Essential"
OMIM:144600,"Hyperlipoproteinemia, Type Iv"
OMIM:102650,"Adactylia, Unilateral"
OMIM:603860,Medullary Cystic Kidney Disease 2
OMIM:220300,"Deafness, Congenital, And Familial Myoclonic Epilepsy"
OMIM:600969,"Epiphyseal Dysplasia, Multiple, 3"
OMIM:173420,"Platelet Disorder, Undefined"
OMIM:609195,"Spastic Paraplegia 26, Autosomal Recessive"
OMIM:608810,"Myopathy, Myofibrillar, 2"
OMIM:615284,"Charcot-Marie-Tooth Disease, Type 4b3"
OMIM:607016,Scheie Syndrome
OMIM:156700,"Microcornea, Glaucoma, And Absent Frontal Sinuses"
OMIM:614229,"Spinocerebellar Ataxia, Autosomal Recessive 11"
OMIM:605249,Sebastian Syndrome
OMIM:300434,Stocco Dos Santos X-Linked Mental Retardation Syndrome
OMIM:614741,Mitochondrial Pyruvate Carrier Deficiency
OMIM:308940,"Leiomyomatosis, Diffuse, With Alport Syndrome"
OMIM:613544,Chromosome 6q11-Q14 Deletion Syndrome
OMIM:138000,Glomuvenous Malformations
OMIM:602107,"Neuropathy, Hereditary Thermosensitive"
OMIM:277410,"Methylmalonic Aciduria And Homocystinuria, Cbld Type"
OMIM:611773,"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps"
OMIM:148800,Kleeblattschaedel
OMIM:600430,Brachydactyly-Mental Retardation Syndrome
OMIM:179280,Radial-Renal Syndrome
OMIM:190360,Trichodysplasia-Xeroderma
OMIM:114580,"Candidiasis, Familial, 1"
OMIM:615731,Nemaline Myopathy 9
OMIM:263700,"Porphyria, Congenital Erythropoietic"
OMIM:203100,"Albinism, Oculocutaneous, Type Ia"
OMIM:271245,Mitochondrial Dna Depletion Syndrome 7 (Hepatocerebral Type)
OMIM:172700,Pick Disease Of Brain
OMIM:211930,Camptodactyly With Fibrous Tissue Hyperplasia And Skeletal Dysplasia
OMIM:248300,Mal De Meleda
OMIM:205950,"Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive"
OMIM:143850,"Orthostatic Hypotensive Disorder, Streeten Type"
OMIM:231690,Glutaric Aciduria Iii
OMIM:173850,Poliovirus Receptor
OMIM:607624,"Griscelli Syndrome, Type 2"
OMIM:300257,Danon Disease
OMIM:304050,Aicardi Syndrome
OMIM:600501,Abcd Syndrome
OMIM:180104,Retinitis Pigmentosa 9
OMIM:211500,Fazio-Londe Disease
OMIM:614837,Hypogonadotropic Hypogonadism 8 With Or Without Anosmia
OMIM:600000,Spondylocamptodactyly
OMIM:300623,Fragile X Tremor/Ataxia Syndrome
OMIM:615441,"Ventricular Tachycardia, Catecholaminergic Polymorphic, 5, With Or Without Muscle Weakness"
OMIM:612286,"Nephrolithiasis/Osteoporosis, Hypophosphatemic, 1"
OMIM:269400,"Sclerocornea, Autosomal Recessive"
OMIM:149500,Kyrle Disease
OMIM:303110,"Choroideremia, Deafness, And Mental Retardation"
OMIM:602477,"Febrile Seizures, Familial, 2"
OMIM:607091,"Congenital Disorder Of Glycosylation, Type Iid"
OMIM:609165,"Erythroderma, Ichthyosiform, Congenital Reticular"
OMIM:615419,"Hypotonia, Infantile, With Psychomotor Retardation And Characteristic Facies"
OMIM:609352,Epidermolysis Bullosa Simplex With Migratory Circinate Erythema
OMIM:614407,"Microcephaly, Cerebellar Hypoplasia, And Cardiac Conduction Defect Syndrome"
OMIM:206300,"Anemia, Nonspherocytic Hemolytic, Associated With Abnormality Of Red Cell Membrane"
OMIM:151050,Lenz-Majewski Hyperostotic Dwarfism
OMIM:186700,"Syringomyelia, Isolated"
OMIM:613076,"Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay"
OMIM:260530,Parana Hard-Skin Syndrome
OMIM:209920,"Bare Lymphocyte Syndrome, Type Ii"
OMIM:613943,"Ichthyosis, Congenital, Autosomal Recessive 8"
OMIM:217090,"Plasminogen Deficiency, Type I"
OMIM:212200,Carnosinemia
OMIM:261670,Glycogen Storage Disease X
OMIM:608624,"Midface Hypoplasia, Obesity, Developmental Delay, And Neonatal Hypotonia"
OMIM:218649,Craniosynostosis-Mental Retardation Syndrome Of Lin And Gettig
OMIM:237000,Hydroxyprolinemia
OMIM:244600,Keratoconus Posticus Circumscriptus
OMIM:601390,Van Maldergem Syndrome 1
OMIM:614102,Immunoglobulin Kappa Light Chain Deficiency
OMIM:135900,Coffin-Siris Syndrome
OMIM:613241,Pseudopili Annulati
OMIM:309555,"Mental Retardation With Optic Atrophy, Deafness, And Seizures"
OMIM:138790,"Goiter, Multinodular, Cystic Renal Disease, And Digital Anomalies"
OMIM:271150,"Spinal Muscular Atrophy, Type Iv"
OMIM:612989,Optic Atrophy 7
OMIM:125440,Dentin Dysplasia With Sclerotic Bones
OMIM:212840,Gordon Holmes Syndrome
OMIM:614963,Leptin Receptor Deficiency
OMIM:187400,Testicular Torsion
OMIM:241090,Hypergonadotropic Hypogonadism And Partial Alopecia
OMIM:231300,"Glaucoma 3, Primary Congenital, A"
OMIM:225700,"Encephalomalacia, Multilocular"
OMIM:123700,"Cutis Laxa, Autosomal Dominant 1"
OMIM:614742,"Pulmonary Fibrosis And/Or Bone Marrow Failure, Telomere-Related, 1"
OMIM:254600,Myeloperoxidase Deficiency
OMIM:242550,"Ichthyosis, Split Hairs, And Amino Aciduria"
OMIM:191150,Tuftsin Deficiency
OMIM:614096,Combined Oxidative Phosphorylation Deficiency 8
OMIM:126190,Disproportionate Short Stature With Ptosis And Valvular Heart Lesions
OMIM:300258,Roifman Syndrome
OMIM:613758,Retinitis Pigmentosa 47
OMIM:257970,Oculorenocerebellar Syndrome
OMIM:274210,Thymic Aplasia With Fetal Death
OMIM:612356,Heparin Cofactor Ii Deficiency
OMIM:240150,"Hypervitaminosis A, Susceptibility To"
OMIM:125300,Dens In Dente And Palatal Invaginations
OMIM:180105,Retinitis Pigmentosa 10
OMIM:606763,"Ciliary Dyskinesia, Primary, 2"
OMIM:600001,Pancreatic Agenesis And Congenital Heart Defects
OMIM:612287,"Nephrolithiasis/Osteoporosis, Hypophosphatemic, 2"
OMIM:147330,"Incisors, Lower Central, Absence Of"
OMIM:300624,Fragile X Mental Retardation Syndrome
OMIM:145750,"Hypertriglyceridemia, Familial"
OMIM:308050,Congenital Hemidysplasia With Ichthyosiform Erythroderma And Limb Defects
OMIM:603516,Spinocerebellar Ataxia 10
OMIM:614261,Microcephaly-Capillary Malformation Syndrome
OMIM:250650,Methane Production
OMIM:615663,Warburg Micro Syndrome 4
OMIM:609166,Branchiogenic-Deafness Syndrome
OMIM:175400,"Polyposis, Intestinal, Scattered And Discrete"
OMIM:102660,Adamantinoma Of Long Bones
OMIM:310440,"Myopathy, X-Linked, With Excessive Autophagy"
OMIM:615537,Reticulate Acropigmentation Of Kitamura
OMIM:219050,"Cryptorchidism, Unilateral Or Bilateral"
OMIM:156240,"Mesothelioma, Malignant"
OMIM:269800,Senile Plaque Formation
OMIM:612300,"Hemolytic Anemia, Cd59-Mediated, With Or Without Immune-Mediated Polyneuropathy"
OMIM:614066,"Spastic Paraplegia 47, Autosomal Recessive"
OMIM:271900,Canavan Disease
OMIM:143200,Wagner Vitreoretinopathy
OMIM:614253,Amelogenesis Imperfecta And Gingival Fibromatosis Syndrome
OMIM:118330,Cheilitis Glandularis
OMIM:308950,Lesch-Nyhan Phenotype With Normal Hgprt
OMIM:613944,"Iga Nephropathy, Susceptibility To, 2"
OMIM:268025,"Retinitis Pigmentosa, Late-Adult Onset"
OMIM:608361,"Spondyloepiphyseal Dysplasia, Kimberley Type"
OMIM:604901,North American Indian Childhood Cirrhosis
OMIM:606772,"Mental Retardation, Obesity, Mandibular Prognathism, And Eye And Skin Anomalies"
OMIM:120050,Coxsackievirus B3 Susceptibility
OMIM:615286,"Mental Retardation, Autosomal Recessive 36"
OMIM:600360,"Aplasia Cutis Congenita Of Limbs, Autosomal Recessive"
OMIM:265850,Pygmy
OMIM:614103,Lipedema
OMIM:613077,"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5"
OMIM:139000,Granulosis Rubra Nasi
OMIM:246470,"Leukemia, Acute Myelocytic, With Polyposis Coli And Colon Cancer"
OMIM:613546,Aromatase Deficiency
OMIM:300228,Testicular Germ Cell Tumor 1
OMIM:611588,"Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle), Type C, 4"
OMIM:275550,Trichorrhexis Nodosa Syndrome
OMIM:613767,Retinitis Pigmentosa 45
OMIM:267400,"Renal, Genital, And Middle Ear Anomalies"
OMIM:611775,Kawasaki Disease
OMIM:217600,Central Cloudy Dystrophy Of Francois
OMIM:613021,Bronchiectasis With Or Without Elevated Sweat Chloride 2
OMIM:609197,Glucocorticoid Deficiency 3
OMIM:249300,Megalocornea
OMIM:601412,"Deafness, Autosomal Dominant 7"
OMIM:607131,Macrocephaly With Multiple Epiphyseal Dysplasia And Distinctive Facies
OMIM:609889,"Alpha/Beta T-Cell Lymphopenia With Gamma/Delta T-Cell Expansion, Severe Cytomegalovirus Infection, And Autoimmunity"
OMIM:235510,Hennekam Lymphangiectasia-Lymphedema Syndrome
OMIM:607541,"Corneal Dystrophy, Avellino Type"
OMIM:275400,"Trichomegaly With Mental Retardation, Dwarfism, And Pigmentary Degeneration Of Retina"
OMIM:614743,"Pulmonary Fibrosis And/Or Bone Marrow Failure, Telomere-Related, 2"
OMIM:224230,"Dyskeratosis Congenita, Autosomal Recessive, 1"
OMIM:614097,Acatalasemia
OMIM:613116,Thrombophilia Due To Histidine-Rich Glycoprotein Deficiency
OMIM:250790,Methemoglobinemia Type Iv
OMIM:308230,"Immunodeficiency With Hyper-Igm, Type 1"
